ID,판매가,화면크기,형태,해상도,화면비율,LCD,LED,OLED,QLED,단자,부가기능
8,396240,55,0,2160,1,0,1,0,0,3,1
9,412870,55,0,2160,1,0,1,0,0,3,1
10,414590,55,0,2160,1,0,1,0,0,3,1
14,418000,55,0,2160,1,0,1,0,0,3,1
15,419000,55,0,2160,1,0,1,0,0,3,1
20,392870,55,0,2160,1,0,1,0,0,3,1
22,426240,55,0,2160,1,0,1,0,0,3,1
23,427870,55,0,2160,1,0,1,0,0,3,1
24,430080,55,0,2160,1,0,1,0,0,3,1
27,434560,55,0,2160,1,0,1,0,0,3,1
30,449000,55,0,2160,1,0,1,0,0,3,1
32,457870,55,0,2160,1,0,1,0,0,3,1
36,477990,55,0,2160,1,0,1,0,0,3,1
38,478000,55,0,2160,1,0,1,0,0,3,1
41,422870,55,0,2160,1,0,1,0,0,3,1
46,1650750,65,0,2160,1,0,1,0,0,5,7
48,1668000,65,0,2160,1,0,1,0,0,5,7
50,1681030,65,0,2160,1,0,1,0,0,5,7
52,1725006,65,0,2160,1,0,1,0,0,5,7
53,1743750,65,0,2160,1,0,1,0,0,5,7
54,1750000,65,0,2160,1,0,1,0,0,5,7
55,1766070,65,0,2160,1,0,1,0,0,5,7
57,1865340,65,0,2160,1,0,1,0,0,5,7
58,1890500,65,0,2160,1,0,1,0,0,5,7
60,1660000,65,0,2160,1,0,1,0,0,5,7
65,3434000,65,0,2160,1,0,1,0,0,5,7
68,1618960,65,0,2160,1,0,1,0,0,5,7
69,2073000,65,0,2160,1,0,1,0,0,5,7
70,1343990,65,0,2160,1,0,1,0,0,4,3
71,1350220,65,0,2160,1,0,1,0,0,4,3
73,1370820,65,0,2160,1,0,1,0,0,4,3
80,1471550,65,0,2160,1,0,1,0,0,4,3
81,1475000,65,0,2160,1,0,1,0,0,4,3
83,1486140,65,0,2160,1,0,1,0,0,4,3
89,1562470,65,0,2160,1,0,1,0,0,4,3
90,1564000,65,0,2160,1,0,1,0,0,4,3
91,1595000,65,0,2160,1,0,1,0,0,4,3
93,3024000,65,0,2160,1,0,1,0,0,4,3
94,1484750,65,0,2160,1,0,1,0,0,4,3
102,274770,32,0,720,0,0,1,0,0,2,0
104,275770,32,0,720,0,0,1,0,0,2,0
106,282860,32,0,720,0,0,1,0,0,2,0
112,289000,32,0,720,0,0,1,0,0,2,0
115,291920,32,0,720,0,0,1,0,0,2,0
119,296640,32,0,720,0,0,1,0,0,2,0
121,299000,32,0,720,0,0,1,0,0,2,0
124,305280,32,0,720,0,0,1,0,0,2,0
130,311862,32,0,720,0,0,1,0,0,2,0
131,311960,32,0,720,0,0,1,0,0,2,0
134,315044,32,0,720,0,0,1,0,0,2,0
136,330990,32,0,720,0,0,1,0,0,2,0
137,341200,32,0,720,0,0,1,0,0,2,0
139,364250,32,0,720,0,0,1,0,0,2,0
148,405083,32,0,720,0,0,1,0,0,2,0
152,415510,32,0,720,0,0,1,0,0,2,0
153,469870,32,0,720,0,0,1,0,0,2,0
156,581070,32,0,720,0,0,1,0,0,2,0
161,302870,32,0,720,0,0,1,0,0,2,0
164,604510,65,0,2160,0,0,1,0,0,4,2
173,632280,65,0,2160,0,0,1,0,0,4,2
177,649000,65,0,2160,0,0,1,0,0,4,2
178,652800,65,0,2160,0,0,1,0,0,4,2
181,662100,65,0,2160,0,0,1,0,0,4,2
183,663480,65,0,2160,0,0,1,0,0,4,2
184,664510,65,0,2160,0,0,1,0,0,4,2
188,679000,65,0,2160,0,0,1,0,0,4,2
191,699000,65,0,2160,0,0,1,0,0,4,2
192,712800,65,0,2160,0,0,1,0,0,4,2
197,748990,65,0,2160,0,0,1,0,0,4,2
198,979020,65,0,2160,0,0,1,0,0,4,2
199,602800,65,0,2160,0,0,1,0,0,4,2
200,669000,65,0,2160,0,0,1,0,0,4,2
203,929620,55,0,2160,0,0,1,0,0,2,2
208,931840,55,0,2160,0,0,1,0,0,2,2
209,932000,55,0,2160,0,0,1,0,0,2,2
216,951730,55,0,2160,0,0,1,0,0,2,2
217,952330,55,0,2160,0,0,1,0,0,2,2
225,966420,55,0,2160,0,0,1,0,0,2,2
226,942000,55,0,2160,0,0,1,0,0,2,2
227,971850,55,0,2160,0,0,1,0,0,2,2
228,978060,55,0,2160,0,0,1,0,0,2,2
230,979780,55,0,2160,0,0,1,0,0,2,2
231,981020,55,0,2160,0,0,1,0,0,2,2
238,989140,55,0,2160,0,0,1,0,0,2,2
239,989300,55,0,2160,0,0,1,0,0,2,2
240,989350,55,0,2160,0,0,1,0,0,2,2
242,994320,55,0,2160,0,0,1,0,0,2,2
246,1006010,55,0,2160,0,0,1,0,0,2,2
251,1008060,55,0,2160,0,0,1,0,0,2,2
252,1008080,55,0,2160,0,0,1,0,0,2,2
256,1010990,55,0,2160,0,0,1,0,0,2,2
258,1013650,55,0,2160,0,0,1,0,0,2,2
260,1014600,55,0,2160,0,0,1,0,0,2,2
261,1018630,55,0,2160,0,0,1,0,0,2,2
262,1022000,55,0,2160,0,0,1,0,0,2,2
265,1024630,55,0,2160,0,0,1,0,0,2,2
269,1037080,55,0,2160,0,0,1,0,0,2,2
270,1038930,55,0,2160,0,0,1,0,0,2,2
273,1040200,55,0,2160,0,0,1,0,0,2,2
274,1041020,55,0,2160,0,0,1,0,0,2,2
276,1042750,55,0,2160,0,0,1,0,0,2,2
277,1050080,55,0,2160,0,0,1,0,0,2,2
278,1052650,55,0,2160,0,0,1,0,0,2,2
280,1054830,55,0,2160,0,0,1,0,0,2,2
283,1058710,55,0,2160,0,0,1,0,0,2,2
290,1070132,55,0,2160,0,0,1,0,0,2,2
295,1077020,55,0,2160,0,0,1,0,0,2,2
296,1078550,55,0,2160,0,0,1,0,0,2,2
297,1081052,55,0,2160,0,0,1,0,0,2,2
298,1082930,55,0,2160,0,0,1,0,0,2,2
302,1087000,55,0,2160,0,0,1,0,0,2,2
305,1090880,55,0,2160,0,0,1,0,0,2,2
310,1105800,55,0,2160,0,0,1,0,0,2,2
311,1107960,55,0,2160,0,0,1,0,0,2,2
316,1116060,55,0,2160,0,0,1,0,0,2,2
323,1170000,55,0,2160,0,0,1,0,0,2,2
325,1185000,55,0,2160,0,0,1,0,0,2,2
335,1249630,55,0,2160,0,0,1,0,0,2,2
337,1390500,55,0,2160,0,0,1,0,0,2,2
345,1455000,55,0,2160,0,0,1,0,0,2,2
348,1849593,55,0,2160,0,0,1,0,0,2,2
349,1891020,55,0,2160,0,0,1,0,0,2,2
350,1067880,55,0,2160,0,0,1,0,0,2,2
353,1348510,65,0,2160,0,0,1,0,0,2,0
354,1348640,65,0,2160,0,0,1,0,0,2,0
369,1373120,65,0,2160,0,0,1,0,0,2,0
371,1393770,65,0,2160,0,0,1,0,0,2,0
373,1395000,65,0,2160,0,0,1,0,0,2,0
378,1404650,65,0,2160,0,0,1,0,0,2,0
391,1417180,65,0,2160,0,0,1,0,0,2,0
392,1417830,65,0,2160,0,0,1,0,0,2,0
395,1429650,65,0,2160,0,0,1,0,0,2,0
396,1438650,65,0,2160,0,0,1,0,0,2,0
401,1459220,65,0,2160,0,0,1,0,0,2,0
403,1459440,65,0,2160,0,0,1,0,0,2,0
409,1493620,65,0,2160,0,0,1,0,0,2,0
410,1494360,65,0,2160,0,0,1,0,0,2,0
413,1499000,65,0,2160,0,0,1,0,0,2,0
417,1508740,65,0,2160,0,0,1,0,0,2,0
418,1509650,65,0,2160,0,0,1,0,0,2,0
422,1525440,65,0,2160,0,0,1,0,0,2,0
423,1528130,65,0,2160,0,0,1,0,0,2,0
431,1548130,65,0,2160,0,0,1,0,0,2,0
433,1551780,65,0,2160,0,0,1,0,0,2,0
436,1564130,65,0,2160,0,0,1,0,0,2,0
437,1565520,65,0,2160,0,0,1,0,0,2,0
440,1573400,65,0,2160,0,0,1,0,0,2,0
441,1576970,65,0,2160,0,0,1,0,0,2,0
442,1577050,65,0,2160,0,0,1,0,0,2,0
444,1582150,65,0,2160,0,0,1,0,0,2,0
446,1599650,65,0,2160,0,0,1,0,0,2,0
447,1600010,65,0,2160,0,0,1,0,0,2,0
451,1605350,65,0,2160,0,0,1,0,0,2,0
452,1605630,65,0,2160,0,0,1,0,0,2,0
453,1606295,65,0,2160,0,0,1,0,0,2,0
455,1611820,65,0,2160,0,0,1,0,0,2,0
460,1627500,65,0,2160,0,0,1,0,0,2,0
461,1634400,65,0,2160,0,0,1,0,0,2,0
465,1640800,65,0,2160,0,0,1,0,0,2,0
467,1652970,65,0,2160,0,0,1,0,0,2,0
469,1662500,65,0,2160,0,0,1,0,0,2,0
470,1672000,65,0,2160,0,0,1,0,0,2,0
471,1675580,65,0,2160,0,0,1,0,0,2,0
472,1697500,65,0,2160,0,0,1,0,0,2,0
473,1712850,65,0,2160,0,0,1,0,0,2,0
474,1750000,65,0,2160,0,0,1,0,0,2,0
476,1788300,65,0,2160,0,0,1,0,0,2,0
477,1849650,65,0,2160,0,0,1,0,0,2,0
478,1850100,65,0,2160,0,0,1,0,0,2,0
479,1940000,65,0,2160,0,0,1,0,0,2,0
484,2246600,65,0,2160,0,0,1,0,0,2,0
489,921640,55,0,2160,1,0,1,0,0,4,3
491,921630,55,0,2160,1,0,1,0,0,4,3
496,929250,55,0,2160,1,0,1,0,0,4,3
498,929480,55,0,2160,1,0,1,0,0,4,3
504,930740,55,0,2160,1,0,1,0,0,4,3
507,933870,55,0,2160,1,0,1,0,0,4,3
509,936650,55,0,2160,1,0,1,0,0,4,3
518,967050,55,0,2160,1,0,1,0,0,4,3
520,969000,55,0,2160,1,0,1,0,0,4,3
522,969180,55,0,2160,1,0,1,0,0,4,3
527,982050,55,0,2160,1,0,1,0,0,4,3
529,982060,55,0,2160,1,0,1,0,0,4,3
530,983040,55,0,2160,1,0,1,0,0,4,3
535,999000,55,0,2160,1,0,1,0,0,4,3
539,1008450,55,0,2160,1,0,1,0,0,4,3
546,1019000,55,0,2160,1,0,1,0,0,4,3
549,1033050,55,0,2160,1,0,1,0,0,4,3
554,1050000,55,0,2160,1,0,1,0,0,4,3
556,1050050,55,0,2160,1,0,1,0,0,4,3
561,1064960,55,0,2160,1,0,1,0,0,4,3
562,1065000,55,0,2160,1,0,1,0,0,4,3
564,1074080,55,0,2160,1,0,1,0,0,4,3
570,1081640,55,0,2160,1,0,1,0,0,4,3
572,1082320,55,0,2160,1,0,1,0,0,4,3
574,1083820,55,0,2160,1,0,1,0,0,4,3
579,1096000,55,0,2160,1,0,1,0,0,4,3
583,1107270,55,0,2160,1,0,1,0,0,4,3
584,1108520,55,0,2160,1,0,1,0,0,4,3
587,1113100,55,0,2160,1,0,1,0,0,4,3
589,1117050,55,0,2160,1,0,1,0,0,4,3
596,1135280,55,0,2160,1,0,1,0,0,4,3
603,1155000,55,0,2160,1,0,1,0,0,4,3
609,1164000,55,0,2160,1,0,1,0,0,4,3
614,1185050,55,0,2160,1,0,1,0,0,4,3
617,1188250,55,0,2160,1,0,1,0,0,4,3
619,1196980,55,0,2160,1,0,1,0,0,4,3
622,1212500,55,0,2160,1,0,1,0,0,4,3
626,1250000,55,0,2160,1,0,1,0,0,4,3
631,1346290,55,0,2160,1,0,1,0,0,4,3
639,1454510,55,0,2160,1,0,1,0,0,4,3
641,1455000,55,0,2160,1,0,1,0,0,4,3
642,1601320,55,0,2160,1,0,1,0,0,4,3
645,1880000,55,0,2160,1,0,1,0,0,4,3
646,1880140,55,0,2160,1,0,1,0,0,4,3
650,1927750,55,0,2160,1,0,1,0,0,4,3
651,3.00E+06,55,0,2160,1,0,1,0,0,4,3
653,3870300,55,0,2160,1,0,1,0,0,4,3
654,1028690,55,0,2160,1,0,1,0,0,4,3
665,280870,43,0,2160,1,0,1,0,0,3,2
666,282480,43,0,2160,1,0,1,0,0,3,2
669,291981,43,0,2160,1,0,1,0,0,3,2
670,295860,43,0,2160,1,0,1,0,0,3,2
671,298530,43,0,2160,1,0,1,0,0,3,2
674,304000,43,0,2160,1,0,1,0,0,3,2
676,310870,43,0,2160,1,0,1,0,0,3,2
678,314730,43,0,2160,1,0,1,0,0,3,2
680,317480,43,0,2160,1,0,1,0,0,3,2
683,321000,43,0,2160,1,0,1,0,0,3,2
684,326480,43,0,2160,1,0,1,0,0,3,2
685,330000,43,0,2160,1,0,1,0,0,3,2
686,344000,43,0,2160,1,0,1,0,0,3,2
687,348000,43,0,2160,1,0,1,0,0,3,2
688,352640,43,0,2160,1,0,1,0,0,3,2
691,362880,43,0,2160,1,0,1,0,0,3,2
694,268220,32,0,720,1,0,1,0,0,4,2
696,268250,32,0,720,1,0,1,0,0,4,2
697,280310,32,0,720,1,0,1,0,0,4,2
699,285820,32,0,720,1,0,1,0,0,4,2
700,268210,32,0,720,1,0,1,0,0,4,2
704,287210,32,0,720,1,0,1,0,0,4,2
706,288960,32,0,720,1,0,1,0,0,4,2
707,289000,32,0,720,1,0,1,0,0,4,2
710,290150,32,0,720,1,0,1,0,0,4,2
711,292740,32,0,720,1,0,1,0,0,4,2
712,293210,32,0,720,1,0,1,0,0,4,2
718,294624,32,0,720,1,0,1,0,0,4,2
728,302350,32,0,720,1,0,1,0,0,4,2
730,293910,32,0,720,1,0,1,0,0,4,2
732,304390,32,0,720,1,0,1,0,0,4,2
743,319000,32,0,720,1,0,1,0,0,4,2
744,319540,32,0,720,1,0,1,0,0,4,2
746,321780,32,0,720,1,0,1,0,0,4,2
747,323400,32,0,720,1,0,1,0,0,4,2
750,331850,32,0,720,1,0,1,0,0,4,2
753,337090,32,0,720,1,0,1,0,0,4,2
754,337470,32,0,720,1,0,1,0,0,4,2
759,343000,32,0,720,1,0,1,0,0,4,2
765,353240,32,0,720,1,0,1,0,0,4,2
766,355830,32,0,720,1,0,1,0,0,4,2
768,361040,32,0,720,1,0,1,0,0,4,2
769,362710,32,0,720,1,0,1,0,0,4,2
773,365130,32,0,720,1,0,1,0,0,4,2
777,373210,32,0,720,1,0,1,0,0,4,2
778,373970,32,0,720,1,0,1,0,0,4,2
783,381220,32,0,720,1,0,1,0,0,4,2
795,389020,32,0,720,1,0,1,0,0,4,2
797,396730,32,0,720,1,0,1,0,0,4,2
800,405450,32,0,720,1,0,1,0,0,4,2
801,409000,32,0,720,1,0,1,0,0,4,2
803,411610,32,0,720,1,0,1,0,0,4,2
804,414000,32,0,720,1,0,1,0,0,4,2
808,433210,32,0,720,1,0,1,0,0,4,2
809,434210,32,0,720,1,0,1,0,0,4,2
810,434240,32,0,720,1,0,1,0,0,4,2
813,451010,32,0,720,1,0,1,0,0,4,2
814,451040,32,0,720,1,0,1,0,0,4,2
816,466800,32,0,720,1,0,1,0,0,4,2
819,510000,32,0,720,1,0,1,0,0,4,2
820,535700,32,0,720,1,0,1,0,0,4,2
821,564000,32,0,720,1,0,1,0,0,4,2
823,584210,32,0,720,1,0,1,0,0,4,2
826,984210,32,0,720,1,0,1,0,0,4,2
829,1051010,32,0,720,1,0,1,0,0,4,2
842,592700,55,0,2160,1,0,1,0,0,3,4
843,594000,55,0,2160,1,0,1,0,0,3,4
844,599000,55,0,2160,1,0,1,0,0,3,4
846,619000,55,0,2160,1,0,1,0,0,3,4
847,620800,55,0,2160,1,0,1,0,0,3,4
849,644000,55,0,2160,1,0,1,0,0,3,4
854,777650,55,0,2160,1,0,1,0,0,3,4
858,823344,55,0,2160,1,0,1,0,0,3,4
861,840497,55,0,2160,1,0,1,0,0,3,4
863,549000,55,0,2160,1,0,1,0,0,3,4
883,360560,49,0,2160,0,0,1,0,0,4,2
885,374420,49,0,2160,0,0,1,0,0,4,2
886,375560,49,0,2160,0,0,1,0,0,4,2
887,379000,49,0,2160,0,0,1,0,0,4,2
891,355230,49,0,2160,0,0,1,0,0,4,2
899,387000,49,0,2160,0,0,1,0,0,4,2
905,427550,49,0,2160,0,0,1,0,0,3,0
906,432440,49,0,2160,0,0,1,0,0,3,0
907,419000,49,0,2160,0,0,1,0,0,3,0
908,436050,49,0,2160,0,0,1,0,0,3,0
913,459000,49,0,2160,0,0,1,0,0,3,0
921,473190,49,0,2160,0,0,1,0,0,3,0
922,473240,49,0,2160,0,0,1,0,0,3,0
924,482300,49,0,2160,0,0,1,0,0,3,0
925,483000,49,0,2160,0,0,1,0,0,3,0
929,488640,49,0,2160,0,0,1,0,0,3,0
935,503780,49,0,2160,0,0,1,0,0,3,0
937,526490,49,0,2160,0,0,1,0,0,3,0
940,539000,49,0,2160,0,0,1,0,0,3,0
943,557590,49,0,2160,0,0,1,0,0,3,0
945,499000,49,0,2160,0,0,1,0,0,3,0
949,361620,55,0,2160,0,0,1,0,0,0,0
951,366020,55,0,2160,0,0,1,0,0,0,0
953,368210,55,0,2160,0,0,1,0,0,0,0
954,369000,55,0,2160,0,0,1,0,0,0,0
961,393000,55,0,2160,0,0,1,0,0,0,0
962,401800,55,0,2160,0,0,1,0,0,0,0
965,415620,55,0,2160,0,0,1,0,0,0,0
966,518950,55,0,2160,0,0,1,0,0,0,0
967,525000,55,0,2160,0,0,1,0,0,0,0
968,1939990,55,0,2160,0,0,1,0,0,0,0
972,806540,48,0,2160,1,0,1,0,0,2,8
974,806690,48,0,2160,1,0,1,0,0,2,8
981,827170,48,0,2160,1,0,1,0,0,2,8
983,827870,48,0,2160,1,0,1,0,0,2,8
993,856870,48,0,2160,1,0,1,0,0,2,8
997,865170,48,0,2160,1,0,1,0,0,2,8
998,867950,48,0,2160,1,0,1,0,0,2,8
1002,877850,48,0,2160,1,0,1,0,0,2,8
1007,886000,48,0,2160,1,0,1,0,0,2,8
1008,887870,48,0,2160,1,0,1,0,0,2,8
1014,896830,48,0,2160,1,0,1,0,0,2,8
1017,902000,48,0,2160,1,0,1,0,0,2,8
1019,903000,48,0,2160,1,0,1,0,0,2,8
1021,905000,48,0,2160,1,0,1,0,0,2,8
1022,906500,48,0,2160,1,0,1,0,0,2,8
1023,906880,48,0,2160,1,0,1,0,0,2,8
1024,907100,48,0,2160,1,0,1,0,0,2,8
1028,930610,48,0,2160,1,0,1,0,0,2,8
1031,934920,48,0,2160,1,0,1,0,0,2,8
1032,855870,48,0,2160,1,0,1,0,0,2,8
1035,947440,48,0,2160,1,0,1,0,0,2,8
1036,948403,48,0,2160,1,0,1,0,0,2,8
1037,948470,48,0,2160,1,0,1,0,0,2,8
1039,948810,48,0,2160,1,0,1,0,0,2,8
1046,967758,48,0,2160,1,0,1,0,0,2,8
1047,967766,48,0,2160,1,0,1,0,0,2,8
1050,967869,48,0,2160,1,0,1,0,0,2,8
1051,967870,48,0,2160,1,0,1,0,0,2,8
1052,977610,48,0,2160,1,0,1,0,0,2,8
1055,978720,48,0,2160,1,0,1,0,0,2,8
1056,987000,48,0,2160,1,0,1,0,0,2,8
1058,995250,48,0,2160,1,0,1,0,0,2,8
1060,1008089,48,0,2160,1,0,1,0,0,2,8
1066,1094770,48,0,2160,1,0,1,0,0,2,8
1068,1137770,48,0,2160,1,0,1,0,0,2,8
1070,1137870,48,0,2160,1,0,1,0,0,2,8
1072,1151300,48,0,2160,1,0,1,0,0,2,8
1073,1164000,48,0,2160,1,0,1,0,0,2,8
1074,1280000,48,0,2160,1,0,1,0,0,2,8
1078,1376430,48,0,2160,1,0,1,0,0,2,8
1081,1387100,48,0,2160,1,0,1,0,0,2,8
1082,1461390,48,0,2160,1,0,1,0,0,2,8
1088,1843000,48,0,2160,1,0,1,0,0,2,8
1091,1912370,48,0,2160,1,0,1,0,0,2,8
1092,1938330,48,0,2160,1,0,1,0,0,2,8
1094,1959400,48,0,2160,1,0,1,0,0,2,8
1096,2499990,48,0,2160,1,0,1,0,0,2,8
1098,895500,48,0,2160,1,0,1,0,0,2,8
1106,1571020,65,0,2160,0,0,1,0,0,2,2
1111,1572850,65,0,2160,0,0,1,0,0,2,2
1119,1585000,65,0,2160,0,0,1,0,0,2,2
1123,1608900,65,0,2160,0,0,1,0,0,2,2
1129,1620380,65,0,2160,0,0,1,0,0,2,2
1134,1622520,65,0,2160,0,0,1,0,0,2,2
1135,1624160,65,0,2160,0,0,1,0,0,2,2
1141,1637140,65,0,2160,0,0,1,0,0,2,2
1143,1637230,65,0,2160,0,0,1,0,0,2,2
1148,1655340,65,0,2160,0,0,1,0,0,2,2
1150,1656430,65,0,2160,0,0,1,0,0,2,2
1154,1667880,65,0,2160,0,0,1,0,0,2,2
1158,1678640,65,0,2160,0,0,1,0,0,2,2
1161,1694450,65,0,2160,0,0,1,0,0,2,2
1162,1695780,65,0,2160,0,0,1,0,0,2,2
1163,1702260,65,0,2160,0,0,1,0,0,2,2
1165,1704780,65,0,2160,0,0,1,0,0,2,2
1166,1704870,65,0,2160,0,0,1,0,0,2,2
1167,1705650,65,0,2160,0,0,1,0,0,2,2
1172,1721610,65,0,2160,0,0,1,0,0,2,2
1173,1725200,65,0,2160,0,0,1,0,0,2,2
1176,1744060,65,0,2160,0,0,1,0,0,2,2
1177,1744940,65,0,2160,0,0,1,0,0,2,2
1178,1752000,65,0,2160,0,0,1,0,0,2,2
1180,1753670,65,0,2160,0,0,1,0,0,2,2
1181,1760000,65,0,2160,0,0,1,0,0,2,2
1191,1797280,65,0,2160,0,0,1,0,0,2,2
1194,1804610,65,0,2160,0,0,1,0,0,2,2
1199,1847530,65,0,2160,0,0,1,0,0,2,2
1202,1858842,65,0,2160,0,0,1,0,0,2,2
1203,1863170,65,0,2160,0,0,1,0,0,2,2
1208,1901200,65,0,2160,0,0,1,0,0,2,2
1211,1909050,65,0,2160,0,0,1,0,0,2,2
1214,1937000,65,0,2160,0,0,1,0,0,2,2
1215,1956400,65,0,2160,0,0,1,0,0,2,2
1218,2082400,65,0,2160,0,0,1,0,0,2,2
1225,2294050,65,0,2160,0,0,1,0,0,2,2
1228,2452650,65,0,2160,0,0,1,0,0,2,2
1229,2490000,65,0,2160,0,0,1,0,0,2,2
1232,2822520,65,0,2160,0,0,1,0,0,2,2
1233,2910000,65,0,2160,0,0,1,0,0,2,2
1236,207210,40,0,1080,1,0,1,0,0,4,0
1237,207260,40,0,1080,1,0,1,0,0,4,0
1239,208730,40,0,1080,1,0,1,0,0,4,0
1241,209000,40,0,1080,1,0,1,0,0,4,0
1244,209290,40,0,1080,1,0,1,0,0,4,0
1245,210000,40,0,1080,1,0,1,0,0,4,0
1251,213000,40,0,1080,1,0,1,0,0,4,0
1252,214390,40,0,1080,1,0,1,0,0,4,0
1254,215370,40,0,1080,1,0,1,0,0,4,0
1255,216310,40,0,1080,1,0,1,0,0,4,0
1259,222550,40,0,1080,1,0,1,0,0,4,0
1261,223290,40,0,1080,1,0,1,0,0,4,0
1262,226330,40,0,1080,1,0,1,0,0,4,0
1263,227360,40,0,1080,1,0,1,0,0,4,0
1264,229000,40,0,1080,1,0,1,0,0,4,0
1269,229610,40,0,1080,1,0,1,0,0,4,0
1270,229620,40,0,1080,1,0,1,0,0,4,0
1275,231450,40,0,1080,1,0,1,0,0,4,0
1276,232010,40,0,1080,1,0,1,0,0,4,0
1277,232100,40,0,1080,1,0,1,0,0,4,0
1279,234550,40,0,1080,1,0,1,0,0,4,0
1280,234560,40,0,1080,1,0,1,0,0,4,0
1286,237650,40,0,1080,1,0,1,0,0,4,0
1288,237910,40,0,1080,1,0,1,0,0,4,0
1290,240100,40,0,1080,1,0,1,0,0,4,0
1293,245000,40,0,1080,1,0,1,0,0,4,0
1295,246070,40,0,1080,1,0,1,0,0,4,0
1298,250000,40,0,1080,1,0,1,0,0,4,0
1300,252520,40,0,1080,1,0,1,0,0,4,0
1301,276960,40,0,1080,1,0,1,0,0,4,0
1302,288700,40,0,1080,1,0,1,0,0,4,0
1303,289550,40,0,1080,1,0,1,0,0,4,0
1307,377330,40,0,1080,1,0,1,0,0,4,0
1314,2434660,75,0,2160,1,0,1,0,0,3,7
1315,2395380,75,0,2160,1,0,1,0,0,3,7
1316,2440000,75,0,2160,1,0,1,0,0,3,7
1321,2580000,75,0,2160,1,0,1,0,0,3,7
1324,2708510,75,0,2160,1,0,1,0,0,3,7
1330,4376000,75,0,2160,1,0,1,0,0,3,7
1334,756700,65,0,2160,1,0,1,0,0,3,0
1343,799000,65,0,2160,1,0,1,0,0,3,0
1348,849000,65,0,2160,1,0,1,0,0,3,0
1358,601940,43,0,2160,0,0,1,0,0,2,2
1360,602060,43,0,2160,0,0,1,0,0,2,2
1362,602210,43,0,2160,0,0,1,0,0,2,2
1364,602230,43,0,2160,0,0,1,0,0,2,2
1366,602320,43,0,2160,0,0,1,0,0,2,2
1367,602330,43,0,2160,0,0,1,0,0,2,2
1369,601930,43,0,2160,0,0,1,0,0,2,2
1371,602760,43,0,2160,0,0,1,0,0,2,2
1373,602930,43,0,2160,0,0,1,0,0,2,2
1374,603170,43,0,2160,0,0,1,0,0,2,2
1375,603290,43,0,2160,0,0,1,0,0,2,2
1377,604060,43,0,2160,0,0,1,0,0,2,2
1379,604100,43,0,2160,0,0,1,0,0,2,2
1381,604660,43,0,2160,0,0,1,0,0,2,2
1383,604960,43,0,2160,0,0,1,0,0,2,2
1384,605050,43,0,2160,0,0,1,0,0,2,2
1385,605090,43,0,2160,0,0,1,0,0,2,2
1386,610420,43,0,2160,0,0,1,0,0,2,2
1389,612260,43,0,2160,0,0,1,0,0,2,2
1390,612420,43,0,2160,0,0,1,0,0,2,2
1391,613840,43,0,2160,0,0,1,0,0,2,2
1393,621690,43,0,2160,0,0,1,0,0,2,2
1396,622420,43,0,2160,0,0,1,0,0,2,2
1404,630940,43,0,2160,0,0,1,0,0,2,2
1405,635000,43,0,2160,0,0,1,0,0,2,2
1406,637362,43,0,2160,0,0,1,0,0,2,2
1407,637580,43,0,2160,0,0,1,0,0,2,2
1418,639560,43,0,2160,0,0,1,0,0,2,2
1426,647460,43,0,2160,0,0,1,0,0,2,2
1432,650625,43,0,2160,0,0,1,0,0,2,2
1433,650630,43,0,2160,0,0,1,0,0,2,2
1434,654720,43,0,2160,0,0,1,0,0,2,2
1438,657440,43,0,2160,0,0,1,0,0,2,2
1439,657940,43,0,2160,0,0,1,0,0,2,2
1452,664460,43,0,2160,0,0,1,0,0,2,2
1454,665880,43,0,2160,0,0,1,0,0,2,2
1458,668180,43,0,2160,0,0,1,0,0,2,2
1459,673000,43,0,2160,0,0,1,0,0,2,2
1463,675860,43,0,2160,0,0,1,0,0,2,2
1464,678030,43,0,2160,0,0,1,0,0,2,2
1465,679490,43,0,2160,0,0,1,0,0,2,2
1468,681540,43,0,2160,0,0,1,0,0,2,2
1472,686300,43,0,2160,0,0,1,0,0,2,2
1475,688840,43,0,2160,0,0,1,0,0,2,2
1477,690000,43,0,2160,0,0,1,0,0,2,2
1487,705420,43,0,2160,0,0,1,0,0,2,2
1489,707520,43,0,2160,0,0,1,0,0,2,2
1492,710290,43,0,2160,0,0,1,0,0,2,2
1494,716060,43,0,2160,0,0,1,0,0,2,2
1498,725120,43,0,2160,0,0,1,0,0,2,2
1501,738940,43,0,2160,0,0,1,0,0,2,2
1502,743810,43,0,2160,0,0,1,0,0,2,2
1504,758540,43,0,2160,0,0,1,0,0,2,2
1505,761920,43,0,2160,0,0,1,0,0,2,2
1508,782000,43,0,2160,0,0,1,0,0,2,2
1510,802000,43,0,2160,0,0,1,0,0,2,2
1512,863300,43,0,2160,0,0,1,0,0,2,2
1518,946940,43,0,2160,0,0,1,0,0,2,2
1519,960300,43,0,2160,0,0,1,0,0,2,2
1526,964990,43,0,2160,0,0,1,0,0,2,2
1528,1120670,43,0,2160,0,0,1,0,0,2,2
1529,1121300,43,0,2160,0,0,1,0,0,2,2
1530,1123420,43,0,2160,0,0,1,0,0,2,2
1533,1175640,43,0,2160,0,0,1,0,0,2,2
1535,1290100,43,0,2160,0,0,1,0,0,2,2
1536,1470000,43,0,2160,0,0,1,0,0,2,2
1540,1623420,43,0,2160,0,0,1,0,0,2,2
