납부자번호,고객명,ID,검침일(시간),주소,용도,설치번호,설비번호,비보정사용량,,,보정사용량,,,보정계수(평균),,,순간유량(평균 임시사용),,
,,,,,,,,당시간,전시간,전일동시간,당시간,전시간,전일동시간,당시간,전시간,전일동시간,당시간,전시간,전일동시간
000209722044,오산시민스포츠센타,10000163,2018-06-11 17,경기 오산시 오산동 40 오산시민스포츠센타 B2F보일러,영업용 2,6102706229,635841433,49,54,42,61,67,53,1.243,1.2442,1.2452,0,0,0
000209722044,오산시민스포츠센타,10000163,2018-06-11 18,경기 오산시 오산동 40 오산시민스포츠센타 B2F보일러,영업용 2,6102706229,635841433,45,49,16,56,61,20,1.2431,1.243,1.2509,0,0,0
000209722044,오산시민스포츠센타,10000163,2018-06-11 19,경기 오산시 오산동 40 오산시민스포츠센타 B2F보일러,영업용 2,6102706229,635841433,47,45,0,59,56,0,1.2421,1.2431,1.2491,0,0,0
000209722044,오산시민스포츠센타,10000163,2018-06-11 20,경기 오산시 오산동 40 오산시민스포츠센타 B2F보일러,영업용 2,6102706229,635841433,54,47,0,67,59,0,1.2432,1.2421,1.2482,0,0,0
000209722044,오산시민스포츠센타,10000163,2018-06-11 21,경기 오산시 오산동 40 오산시민스포츠센타 B2F보일러,영업용 2,6102706229,635841433,44,54,0,54,67,0,1.242,1.2432,1.2496,0,0,0
000209722044,오산시민스포츠센타,10000163,2018-06-11 22,경기 오산시 오산동 40 오산시민스포츠센타 B2F보일러,영업용 2,6102706229,635841433,27,44,0,34,54,0,1.253,1.242,1.2514,0,0,0
000209722044,오산시민스포츠센타,10000163,2018-06-11 23,경기 오산시 오산동 40 오산시민스포츠센타 B2F보일러,영업용 2,6102706229,635841433,0,27,0,0,34,0,1.2511,1.253,1.253,0,0,0
000209722044,오산시민스포츠센타,10000163,2018-06-12 00,경기 오산시 오산동 40 오산시민스포츠센타 B2F보일러,영업용 2,6102706229,635841433,0,0,8,0,0,10,1.2489,1.2511,1.2506,0,0,0
000209722044,오산시민스포츠센타,10000163,2018-06-12 01,경기 오산시 오산동 40 오산시민스포츠센타 B2F보일러,영업용 2,6102706229,635841433,0,0,46,0,0,57,1.2474,1.2489,1.2536,0,0,0
000209722044,오산시민스포츠센타,10000163,2018-06-12 02,경기 오산시 오산동 40 오산시민스포츠센타 B2F보일러,영업용 2,6102706229,635841433,0,0,33,0,0,41,1.2474,1.2474,1.2591,0,0,0
