지점,지점명,일시,기온(°C),풍속(m/s),습도(%),일사(MJ/m2),전운량(10분위),지면온도(°C)
119,수원,2017-01-24 1:00,-8.9,1.9,62,,,-2.7
119,수원,2017-01-24 2:00,-9.9,1.1,65,,,-2.8
119,수원,2017-01-24 3:00,-10.4,1.8,68,,0,-2.9
119,수원,2017-01-24 4:00,-11.2,0.4,72,,0,-3
119,수원,2017-01-24 5:00,-12,0.7,79,,0,-3.2
119,수원,2017-01-24 6:00,-12.3,0.3,87,,0,-3.3
119,수원,2017-01-24 7:00,-13.3,0.4,90,,0,-3.4
119,수원,2017-01-24 8:00,-12.8,0,91,0.01,0,-3.5
119,수원,2017-01-24 9:00,-8.5,0.6,77,0.37,0,-3.5
119,수원,2017-01-24 10:00,-4.5,0.9,47,0.86,0,-2.7
119,수원,2017-01-24 11:00,-3.9,1.7,36,1.27,0,-1.9
119,수원,2017-01-24 12:00,-2.7,2.2,31,1.61,0,-1.3
119,수원,2017-01-24 13:00,-1.5,2,30,1.72,0,-1
119,수원,2017-01-24 14:00,-0.5,2.2,36,1.61,0,-0.9
119,수원,2017-01-24 15:00,-0.9,2.6,38,1.4,0,-0.8
119,수원,2017-01-24 16:00,-2.6,3.2,43,1.03,0,-1
119,수원,2017-01-24 17:00,-3.2,2.8,46,0.53,0,-1.2
119,수원,2017-01-24 18:00,-4.3,2.1,53,0.09,0,-1.4
119,수원,2017-01-24 19:00,-5,2.2,53,,,-1.6
119,수원,2017-01-24 20:00,-5.5,1.9,56,,,-1.8
119,수원,2017-01-24 21:00,-5.9,1.1,56,,0,-2
119,수원,2017-01-24 22:00,-6.7,1.2,66,,,-2.3
119,수원,2017-01-24 23:00,-8.4,0.3,71,,,-2.5
119,수원,2017-01-25 0:00,-9.1,0.8,76,,0,-2.6
119,수원,2017-01-25 1:00,-9.3,0.2,85,,,-2.8
119,수원,2017-01-25 2:00,-10.5,0.3,86,,,-2.9
119,수원,2017-01-25 3:00,-10.7,0.1,89,,0,-3.1
119,수원,2017-01-25 4:00,-11.5,0.2,92,,0,-3.3
119,수원,2017-01-25 5:00,-12.1,0.2,92,,0,-3.5
119,수원,2017-01-25 6:00,-11.9,0,94,,0,-3.7
119,수원,2017-01-25 7:00,-12.5,0.3,93,,0,-3.8
119,수원,2017-01-25 8:00,-12.1,0.3,93,0.01,0,-3.9
119,수원,2017-01-25 9:00,-8.3,0.2,82,0.47,0,-3.8
119,수원,2017-01-25 10:00,-5.8,1,66,1.09,0,-3
119,수원,2017-01-25 11:00,-3.4,1.6,48,1.42,0,-2.1
119,수원,2017-01-25 12:00,-1.4,1.1,42,1.56,0,-1.4
119,수원,2017-01-25 13:00,-0.6,1.3,40,1.66,0,-1
119,수원,2017-01-25 14:00,1.2,2.5,34,1.64,0,-0.8
119,수원,2017-01-25 15:00,1.4,2.1,32,1.37,0,-0.8
119,수원,2017-01-25 16:00,0,2.6,39,0.94,0,-0.9
119,수원,2017-01-25 17:00,-1.1,2.5,48,0.49,0,-1.1
119,수원,2017-01-25 18:00,-2.6,2.6,53,0.09,0,-1.2
119,수원,2017-01-25 19:00,-3.3,1.9,58,,,-1.5
119,수원,2017-01-25 20:00,-3.7,1.4,61,,,-1.7
119,수원,2017-01-25 21:00,-4.4,0.9,63,,0,-1.9
119,수원,2017-01-25 22:00,-5.5,0.6,69,,,-2.2
119,수원,2017-01-25 23:00,-6.8,0.1,79,,,-2.4
119,수원,2017-01-26 0:00,-7.8,0,87,,0,-2.6
119,수원,2017-01-26 1:00,-8.5,0,89,,,-2.8
119,수원,2017-01-26 2:00,-8.4,0.8,92,,,-3
119,수원,2017-01-26 3:00,-9,0.4,90,,0,-3.1
119,수원,2017-01-26 4:00,-9.5,0.7,93,,0,-3.2
119,수원,2017-01-26 5:00,-9.4,0.5,93,,0,-3.3
119,수원,2017-01-26 6:00,-9.8,0.5,95,,0,-3.4
119,수원,2017-01-26 7:00,-8.6,1.1,94,,0,-3.5
119,수원,2017-01-26 8:00,-8.7,0.2,94,0.02,6,-3.4
119,수원,2017-01-26 9:00,-6.2,0.8,82,0.33,2,-3.1
119,수원,2017-01-26 10:00,-2.4,0.7,63,0.78,2,-2.5
119,수원,2017-01-26 11:00,-1.8,1.8,54,1.09,7,-1.7
119,수원,2017-01-26 12:00,0.4,2.2,53,1.39,7,-1.1
119,수원,2017-01-26 13:00,2.4,2,53,1.33,7,-0.8
119,수원,2017-01-26 14:00,2.9,1.4,54,1.39,4,-0.7
119,수원,2017-01-26 15:00,2.5,2.4,57,1.03,9,-0.6
119,수원,2017-01-26 16:00,2.8,2.2,59,0.49,8,-0.5
119,수원,2017-01-26 17:00,2.5,1.8,62,0.27,8,-0.5
119,수원,2017-01-26 18:00,2.3,1.9,64,0.01,9,-0.5
119,수원,2017-01-26 19:00,2.3,1.6,66,,,-0.5
119,수원,2017-01-26 20:00,2.1,2.5,73,,,-0.5
119,수원,2017-01-26 21:00,2.3,3,74,,8,-0.5
119,수원,2017-01-26 22:00,2.4,2.4,78,,,-0.5
119,수원,2017-01-26 23:00,3.1,3.9,82,,,-0.4
119,수원,2017-01-27 0:00,3.5,2.7,82,,10,-0.4
119,수원,2017-01-27 1:00,3.6,5.3,93,,10,-0.3
119,수원,2017-01-27 2:00,3,4.4,99,,10,-0.1
119,수원,2017-01-27 3:00,1.6,4.4,92,,10,-0.1
119,수원,2017-01-27 4:00,-0.1,3.8,89,,8,-0.1
119,수원,2017-01-27 5:00,-1.2,2.8,72,,6,-0.2
119,수원,2017-01-27 6:00,-2,2.5,59,,2,-0.2
119,수원,2017-01-27 7:00,-2.8,3.4,47,,3,-0.2
119,수원,2017-01-27 8:00,-3.4,3.6,46,0.01,3,-0.2
119,수원,2017-01-27 9:00,-2.5,3.1,42,0.28,0,-0.2
119,수원,2017-01-27 10:00,-2.1,3.7,39,0.85,0,-0.2
119,수원,2017-01-27 11:00,-1.1,3.6,38,1.3,0,-0.1
119,수원,2017-01-27 12:00,-0.1,2.6,36,1.62,0,-0.1
119,수원,2017-01-27 13:00,0.3,4,36,1.76,0,-0.1
119,수원,2017-01-27 14:00,0.7,3.8,37,1.69,0,0
119,수원,2017-01-27 15:00,0.2,4.3,38,1.46,0,-0.1
119,수원,2017-01-27 16:00,-1.2,4.2,41,1.06,0,-0.1
119,수원,2017-01-27 17:00,-1.3,2.9,42,0.58,0,-0.2
119,수원,2017-01-27 18:00,-2.4,2.7,48,0.11,0,-0.2
119,수원,2017-01-27 19:00,-3,2,48,,,-0.2
119,수원,2017-01-27 20:00,-3.2,0.8,48,,,-0.2
119,수원,2017-01-27 21:00,-3.3,1.3,48,,2,-0.2
119,수원,2017-01-27 22:00,-3.9,1.2,53,,,-0.3
119,수원,2017-01-27 23:00,-4.9,1,58,,,-0.6
119,수원,2017-01-28 0:00,-5.2,1.1,58,,0,-0.9
119,수원,2017-01-28 1:00,-5.9,1.3,58,,,-1.4
119,수원,2017-01-28 2:00,-6.4,0.4,62,,,-1.9
119,수원,2017-01-28 3:00,-7.8,0.6,75,,0,-2.3
119,수원,2017-01-28 4:00,-7.4,1.3,71,,0,-2.7
119,수원,2017-01-28 5:00,-7.6,1.4,70,,0,-3
119,수원,2017-01-28 6:00,-8.2,0.4,72,,0,-3.4
119,수원,2017-01-28 7:00,-8.5,0.5,85,,0,-3.7
119,수원,2017-01-28 8:00,-7.9,0.7,85,0.01,4,-3.8
119,수원,2017-01-28 9:00,-4.5,1.7,54,0.25,5,-3
119,수원,2017-01-28 10:00,-2.7,1.2,48,0.81,2,-1.2
119,수원,2017-01-28 11:00,-1.4,1.4,41,1.17,1,-0.5
119,수원,2017-01-28 12:00,0.2,1.5,37,1.54,7,-0.2
119,수원,2017-01-28 13:00,1.4,0.9,32,1.22,5,-0.1
119,수원,2017-01-28 14:00,2.5,1.3,30,1.2,8,0
119,수원,2017-01-28 15:00,3.7,2.5,27,1.09,8,0
119,수원,2017-01-28 16:00,4.2,1.4,30,0.71,9,0
119,수원,2017-01-28 17:00,3.9,0.5,25,0.32,8,-0.1
119,수원,2017-01-28 18:00,2.2,0.6,34,0.05,9,-0.1
119,수원,2017-01-28 19:00,1.2,0.3,42,,,-0.2
119,수원,2017-01-28 20:00,2.5,1.5,36,,,-0.2
119,수원,2017-01-28 21:00,2.4,1.2,38,,7,-0.1
119,수원,2017-01-28 22:00,2,0.8,40,,,-0.1
119,수원,2017-01-28 23:00,2.1,0.7,37,,,-0.1
119,수원,2017-01-29 0:00,1.6,0.4,46,,10,-0.1
119,수원,2017-01-29 1:00,1,0.1,52,,,-0.1
119,수원,2017-01-29 2:00,1.4,0.6,48,,,-0.1
119,수원,2017-01-29 3:00,2.1,1.2,44,,10,-0.1
119,수원,2017-01-29 4:00,1.6,0.2,45,,10,-0.1
119,수원,2017-01-29 5:00,2.2,1.4,44,,10,-0.2
119,수원,2017-01-29 6:00,2,1.3,48,,10,-0.2
119,수원,2017-01-29 7:00,2,0.3,49,,9,-0.2
119,수원,2017-01-29 8:00,2.6,0.8,44,0,10,-0.2
119,수원,2017-01-29 9:00,2.2,0.3,56,0.02,10,-0.2
119,수원,2017-01-29 10:00,2.5,1.2,53,0.1,10,-0.2
119,수원,2017-01-29 11:00,2.8,1.4,53,0.17,10,-0.1
119,수원,2017-01-29 12:00,1.9,0.7,70,0.16,10,-0.1
119,수원,2017-01-29 13:00,1.9,1.6,78,0.28,10,-0.1
119,수원,2017-01-29 14:00,2.1,0.2,91,0.22,10,-0.1
119,수원,2017-01-29 15:00,1.8,0.6,95,0.15,10,-0.1
119,수원,2017-01-29 16:00,1.3,0.2,96,0.13,10,-0.1
119,수원,2017-01-29 17:00,1.3,0.9,100,0.08,10,-0.1
119,수원,2017-01-29 18:00,0.6,0.9,100,0,10,-0.1
119,수원,2017-01-29 19:00,0.3,1.1,100,,10,-0.1
119,수원,2017-01-29 20:00,0,1.3,100,,10,-0.1
119,수원,2017-01-29 21:00,0.1,2.5,100,,10,-0.1
119,수원,2017-01-29 22:00,0,1.8,100,,10,-0.1
119,수원,2017-01-29 23:00,-0.1,1.6,100,,10,-0.2
119,수원,2017-01-30 0:00,-0.2,3.2,100,,10,-0.2
119,수원,2017-01-30 1:00,-0.4,3,100,,10,-0.2
119,수원,2017-01-30 2:00,-0.7,2.2,99,,10,-0.2
119,수원,2017-01-30 3:00,-1.1,2.9,93,,10,-0.2
119,수원,2017-01-30 4:00,-2,3.1,90,,9,-0.2
119,수원,2017-01-30 5:00,-3.5,4.3,85,,9,-0.2
119,수원,2017-01-30 6:00,-4.1,3.5,84,,7,-0.2
119,수원,2017-01-30 7:00,-4.3,3.8,82,,7,-0.2
119,수원,2017-01-30 8:00,-4.8,2.5,83,0.01,7,-0.2
119,수원,2017-01-30 9:00,-4.4,1.9,75,0.28,5,-0.2
119,수원,2017-01-30 10:00,-3.7,2.6,69,0.84,3,-0.2
119,수원,2017-01-30 11:00,-3.6,3.7,58,1.31,2,-0.1
119,수원,2017-01-30 12:00,-2.7,4,58,1.67,2,-0.1
119,수원,2017-01-30 13:00,-2,3.1,56,1.83,1,0
119,수원,2017-01-30 14:00,-1.5,3.3,54,1.77,2,0.3
119,수원,2017-01-30 15:00,-1.3,2.5,51,1.51,0,-0.1
119,수원,2017-01-30 16:00,-3,3.4,46,1.09,0,-0.1
119,수원,2017-01-30 17:00,-3.3,3.3,46,0.57,0,-0.2
119,수원,2017-01-30 18:00,-4.2,2.6,50,0.12,0,-0.2
119,수원,2017-01-30 19:00,-4.7,2.5,49,,,-0.2
119,수원,2017-01-30 20:00,-5.3,2.7,50,,,-0.2
119,수원,2017-01-30 21:00,-5.9,2.7,51,,0,-0.2
119,수원,2017-01-30 22:00,-6.3,2.1,53,,,-0.4
119,수원,2017-01-30 23:00,-6.7,1.9,52,,,-0.7
119,수원,2017-01-31 0:00,-7.3,1.2,54,,0,-1.2
119,수원,2017-01-31 1:00,-7.6,0.7,56,,,-1.6
119,수원,2017-01-31 2:00,-7.9,1,60,,,-2
119,수원,2017-01-31 3:00,-8.9,0.1,69,,0,-2.4
119,수원,2017-01-31 4:00,-8.8,0.5,73,,0,-2.7
119,수원,2017-01-31 5:00,-9.8,0.1,75,,0,-3.1
119,수원,2017-01-31 6:00,-9.4,0.4,85,,2,-3.3
119,수원,2017-01-31 7:00,-9.2,1.3,82,,0,-3.6
119,수원,2017-01-31 8:00,-9.5,0.1,88,0.02,0,-3.6
119,수원,2017-01-31 9:00,-6.6,0.4,71,0.2,5,-2.6
119,수원,2017-01-31 10:00,-3.3,0.9,49,0.85,5,-0.9
119,수원,2017-01-31 11:00,-3.8,1.6,48,1.17,5,-0.4
119,수원,2017-01-31 12:00,-2,2.1,38,1.63,5,-0.2
119,수원,2017-01-31 13:00,-1.7,1.2,35,1.62,8,-0.1
119,수원,2017-01-31 14:00,-1.4,1.8,37,1.22,6,-0.2
119,수원,2017-01-31 15:00,0.1,2,34,1.09,6,-0.2
119,수원,2017-01-31 16:00,-1.1,2.2,35,0.99,7,-0.1
119,수원,2017-01-31 17:00,-1.8,3.1,41,0.42,7,-0.2
119,수원,2017-01-31 18:00,-3,3.4,48,0.12,7,-0.2
119,수원,2017-01-31 19:00,-3.4,1.9,53,,,-0.2
119,수원,2017-01-31 20:00,-3.7,1.3,54,,,-0.7
119,수원,2017-01-31 21:00,-3.7,0.8,55,,7,-1
119,수원,2017-01-31 22:00,-4.2,0.7,55,,,-1.5
119,수원,2017-01-31 23:00,-5.1,0.7,58,,,-2
119,수원,2017-02-01 0:00,-5.2,0.9,60,,0,-2.3
119,수원,2017-02-01 1:00,-5.7,0.9,63,,,-2.7
119,수원,2017-02-01 2:00,-6.4,0.1,70,,,-3
119,수원,2017-02-01 3:00,-7.2,0.5,76,,0,-3.2
119,수원,2017-02-01 4:00,-5.7,1,69,,7,-2.9
119,수원,2017-02-01 5:00,-5.8,1.5,70,,7,-2.8
119,수원,2017-02-01 6:00,-5.5,0.3,72,,7,-2.7
119,수원,2017-02-01 7:00,-5.6,0.9,71,,6,-2.9
119,수원,2017-02-01 8:00,-6.5,0.2,79,0,1,-3.3
119,수원,2017-02-01 9:00,-4.5,1.3,69,0.29,0,-2.9
119,수원,2017-02-01 10:00,0,2.9,52,0.81,0,-1
119,수원,2017-02-01 11:00,0.5,4.8,34,1.33,0,-0.4
119,수원,2017-02-01 12:00,1.3,3.4,29,1.73,0,-0.2
119,수원,2017-02-01 13:00,1.4,4.7,25,1.85,0,-0.1
119,수원,2017-02-01 14:00,1.9,4,29,1.77,0,0.1
119,수원,2017-02-01 15:00,2.2,3.4,28,1.53,0,-0.1
119,수원,2017-02-01 16:00,0.4,3.5,32,1.14,0,-0.1
119,수원,2017-02-01 17:00,-0.7,3.4,39,0.63,0,-0.1
119,수원,2017-02-01 18:00,-2.2,3.8,39,0.14,0,-0.2
119,수원,2017-02-01 19:00,-2.8,2.4,38,,,-0.2
119,수원,2017-02-01 20:00,-3.3,2.7,41,,,-0.6
119,수원,2017-02-01 21:00,-4,2.4,43,,0,-1.2
119,수원,2017-02-01 22:00,-4.9,3.4,44,,,-2
119,수원,2017-02-01 23:00,-5.6,3,43,,,-2.6
119,수원,2017-02-02 0:00,-6.3,2.6,48,,0,-3.2
119,수원,2017-02-02 1:00,-6.5,2.4,43,,,-3.7
119,수원,2017-02-02 2:00,-6.8,1.9,42,,,-4.1
119,수원,2017-02-02 3:00,-7.6,0.7,49,,0,-4.4
119,수원,2017-02-02 4:00,-7.3,1.9,45,,0,-4.7
119,수원,2017-02-02 5:00,-7.8,1.9,47,,0,-4.9
119,수원,2017-02-02 6:00,-8.2,1,50,,0,-5.1
119,수원,2017-02-02 7:00,-9.7,0.3,63,,0,-5.4
119,수원,2017-02-02 8:00,-9.3,0.5,64,0.02,0,-5.4
119,수원,2017-02-02 9:00,-5.3,0.4,41,0.39,0,-4.8
119,수원,2017-02-02 10:00,-2.4,0.5,36,0.95,0,-1.6
119,수원,2017-02-02 11:00,-0.7,1.2,27,1.42,0,-0.4
119,수원,2017-02-02 12:00,0.7,2.9,28,1.75,0,-0.2
119,수원,2017-02-02 13:00,2.4,4.4,39,1.86,0,0.3
119,수원,2017-02-02 14:00,2.8,4.3,43,1.83,0,0.9
119,수원,2017-02-02 15:00,3.6,3.7,47,1.54,0,0
119,수원,2017-02-02 16:00,2.2,4.8,57,1.12,5,0
119,수원,2017-02-02 17:00,2.1,3.8,59,0.49,7,-0.2
119,수원,2017-02-02 18:00,1.3,2,66,0.14,8,-0.1
119,수원,2017-02-02 19:00,0.8,1.1,69,,,-0.1
119,수원,2017-02-02 20:00,0.7,1.2,71,,,-0.1
119,수원,2017-02-02 21:00,0.8,1.1,73,,8,-0.1
119,수원,2017-02-02 22:00,1.4,1.3,73,,,-0.1
119,수원,2017-02-02 23:00,1.4,1.1,74,,,-0.1
119,수원,2017-02-03 0:00,1.1,0.9,76,,8,-0.1
119,수원,2017-02-03 1:00,0.9,0.5,78,,,-0.1
119,수원,2017-02-03 2:00,0.5,0.1,78,,,-0.1
119,수원,2017-02-03 3:00,-0.9,0.8,88,,3,-0.2
119,수원,2017-02-03 4:00,-1.6,0.9,91,,7,-0.2
119,수원,2017-02-03 5:00,-1.2,0.9,92,,7,-0.2
119,수원,2017-02-03 6:00,-2.5,0.1,95,,4,-0.4
119,수원,2017-02-03 7:00,-3,0.3,99,,0,-0.7
119,수원,2017-02-03 8:00,-3,0,99,0.01,1,-1.1
119,수원,2017-02-03 9:00,-0.7,0.8,96,0.3,0,-0.8
119,수원,2017-02-03 10:00,0.9,1.7,82,0.86,1,-0.3
119,수원,2017-02-03 11:00,3.5,1.4,69,1.28,3,-0.1
119,수원,2017-02-03 12:00,4.2,1.7,56,1.48,4,0.6
119,수원,2017-02-03 13:00,6.1,1.7,50,1.52,3,1.1
119,수원,2017-02-03 14:00,6.4,2.5,45,1.48,3,1.3
119,수원,2017-02-03 15:00,6.9,3.2,38,1.37,3,0.4
119,수원,2017-02-03 16:00,6.1,3,47,0.99,3,0.2
119,수원,2017-02-03 17:00,4.4,3.3,54,0.52,1,-0.1
119,수원,2017-02-03 18:00,3.1,2,60,0.11,0,-0.1
119,수원,2017-02-03 19:00,2.2,1.2,65,,,-0.2
119,수원,2017-02-03 20:00,1.8,1.4,68,,,-0.2
119,수원,2017-02-03 21:00,0.7,1.2,73,,0,-0.2
119,수원,2017-02-03 22:00,-1.1,0.4,88,,,-0.2
119,수원,2017-02-03 23:00,-1.8,0,91,,,-0.2
119,수원,2017-02-04 0:00,-2.2,0.5,94,,0,-0.3
119,수원,2017-02-04 1:00,-2.6,0,96,,,-0.4
119,수원,2017-02-04 2:00,-3,0.1,98,,,-0.4
119,수원,2017-02-04 3:00,-3.4,0,99,,0,-0.5
119,수원,2017-02-04 4:00,-3.8,0.3,99,,0,-0.7
119,수원,2017-02-04 5:00,-4,0,99,,0,-1
119,수원,2017-02-04 6:00,-4.3,0.3,99,,0,-1.3
119,수원,2017-02-04 7:00,-3.9,0,99,,0,-1.6
119,수원,2017-02-04 8:00,-3.9,1.1,100,0.02,1,-1.7
119,수원,2017-02-04 9:00,-1.2,0.1,100,0.24,8,-0.6
119,수원,2017-02-04 10:00,1.4,0.7,79,0.31,8,-0.3
119,수원,2017-02-04 11:00,2.5,2,71,0.59,9,-0.2
119,수원,2017-02-04 12:00,3.7,2,65,0.53,10,-0.1
119,수원,2017-02-04 13:00,3.9,1.1,60,0.52,10,-0.1
119,수원,2017-02-04 14:00,4.5,0.6,57,0.48,10,0
119,수원,2017-02-04 15:00,4.6,0.8,54,0.32,10,0
119,수원,2017-02-04 16:00,4.7,1.4,53,0.25,10,0
119,수원,2017-02-04 17:00,4.4,1.2,53,0.08,10,-0.1
119,수원,2017-02-04 18:00,3.9,1.6,57,0.01,10,-0.1
119,수원,2017-02-04 19:00,3.6,0.6,59,,,-0.1
119,수원,2017-02-04 20:00,3.6,1.7,59,,,-0.1
119,수원,2017-02-04 21:00,3.5,1.8,59,,10,-0.1
119,수원,2017-02-04 22:00,3.1,0.4,60,,,-0.1
119,수원,2017-02-04 23:00,3.1,1.1,56,,,-0.1
119,수원,2017-02-05 0:00,3.4,1.2,53,,10,-0.2
119,수원,2017-02-05 1:00,3.3,0.3,52,,,-0.1
119,수원,2017-02-05 2:00,3,0.8,55,,10,-0.1
119,수원,2017-02-05 3:00,2.3,0.5,60,,9,-0.1
119,수원,2017-02-05 4:00,2.5,0.9,60,,9,-0.1
119,수원,2017-02-05 5:00,2.5,0.5,60,,10,-0.1
119,수원,2017-02-05 6:00,2.6,0.4,59,,10,-0.1
119,수원,2017-02-05 7:00,2.4,1.2,60,,9,-0.1
119,수원,2017-02-05 8:00,2.3,0.5,61,0,9,-0.1
119,수원,2017-02-05 9:00,3.7,0.8,56,0.19,9,0
119,수원,2017-02-05 10:00,3.4,1.8,65,0.26,10,0
119,수원,2017-02-05 11:00,3.1,2.2,80,0.28,10,0.2
119,수원,2017-02-05 12:00,2.4,2,92,0.31,10,0.2
119,수원,2017-02-05 13:00,1.7,2,99,0.23,10,0.2
119,수원,2017-02-05 14:00,2.1,2.4,100,0.37,10,0.5
119,수원,2017-02-05 15:00,1.7,2.3,99,0.29,10,0.3
119,수원,2017-02-05 16:00,2.1,3.2,99,0.2,10,0.2
119,수원,2017-02-05 17:00,2.1,2.5,93,0.07,10,0
119,수원,2017-02-05 18:00,2.1,3.6,91,0.01,10,0
119,수원,2017-02-05 19:00,1.4,2.7,89,0,,-0.4
119,수원,2017-02-05 20:00,0.6,1.4,93,,,-0.2
119,수원,2017-02-05 21:00,0.4,2.1,83,,0,-0.1
119,수원,2017-02-05 22:00,0.3,2.8,71,,,-0.2
119,수원,2017-02-05 23:00,-0.2,2.5,65,,,-0.2
119,수원,2017-02-06 0:00,-0.6,2.9,68,,0,-0.3
119,수원,2017-02-06 1:00,-1.1,2,73,,,-0.4
119,수원,2017-02-06 2:00,-1.2,2.1,70,,,-0.4
119,수원,2017-02-06 3:00,-1.6,2.9,68,,0,-0.5
119,수원,2017-02-06 4:00,-1.6,4.2,62,,0,-0.6
119,수원,2017-02-06 5:00,-2,3.8,63,,0,-0.8
119,수원,2017-02-06 6:00,-2.5,4.2,57,,0,-1.1
119,수원,2017-02-06 7:00,-2.9,3.3,56,,0,-1.4
119,수원,2017-02-06 8:00,-3,3.7,55,0.02,0,-1.6
119,수원,2017-02-06 9:00,-1.8,2.8,51,0.37,0,-1.2
119,수원,2017-02-06 10:00,-0.8,3.6,48,0.9,0,-0.3
119,수원,2017-02-06 11:00,-0.2,2.4,44,1.35,0,-0.1
119,수원,2017-02-06 12:00,1.4,3.1,42,1.72,0,0.5
119,수원,2017-02-06 13:00,1.3,3.4,39,1.81,0,1.2
119,수원,2017-02-06 14:00,1.9,3.9,38,1.79,0,1.9
119,수원,2017-02-06 15:00,3.2,1.9,39,1.56,0,0.2
119,수원,2017-02-06 16:00,2.4,3.1,39,1.16,0,-0.2
119,수원,2017-02-06 17:00,1,3.7,47,0.65,0,-0.1
119,수원,2017-02-06 18:00,-0.1,3,53,0.15,0,-0.1
119,수원,2017-02-06 19:00,-0.9,2.3,57,0,,-0.2
119,수원,2017-02-06 20:00,-1,2.5,57,,,-0.3
119,수원,2017-02-06 21:00,-1.1,3.5,51,,0,-0.4
119,수원,2017-02-06 22:00,-1.9,3,54,,,-0.5
119,수원,2017-02-06 23:00,-2.6,2.3,58,,,-0.6
119,수원,2017-02-07 0:00,-2.8,2.3,57,,1,-0.8
119,수원,2017-02-07 1:00,-3.2,1.7,57,,,-1
119,수원,2017-02-07 2:00,-3.5,1.5,56,,,-1.3
119,수원,2017-02-07 3:00,-4.2,1,58,,0,-1.6
119,수원,2017-02-07 4:00,-4.6,1.2,63,,0,-1.9
119,수원,2017-02-07 5:00,-5.1,1.2,66,,0,-2.1
119,수원,2017-02-07 6:00,-5.7,0.2,71,,0,-2.3
119,수원,2017-02-07 7:00,-5.7,0.3,71,,7,-2.3
119,수원,2017-02-07 8:00,-5.4,0.3,75,0.01,8,-2.1
119,수원,2017-02-07 9:00,-3.5,0.4,65,0.2,8,-1.3
119,수원,2017-02-07 10:00,-1.9,0.4,58,0.5,9,-0.5
119,수원,2017-02-07 11:00,-0.4,1.4,50,0.69,8,-0.2
119,수원,2017-02-07 12:00,1,1.1,46,1.11,9,-0.1
119,수원,2017-02-07 13:00,0.8,1.5,44,1.36,10,0.1
119,수원,2017-02-07 14:00,1.9,1.1,40,1.19,8,0.5
119,수원,2017-02-07 15:00,2.6,1.2,38,1.1,10,0.2
119,수원,2017-02-07 16:00,3,0.9,38,0.62,10,0.2
119,수원,2017-02-07 17:00,1.8,3.2,42,0.48,8,-0.1
119,수원,2017-02-07 18:00,0.7,1.5,42,0.17,7,-0.1
119,수원,2017-02-07 19:00,0,2.4,45,0,,-0.2
119,수원,2017-02-07 20:00,-0.7,1.7,48,,,-0.2
119,수원,2017-02-07 21:00,-0.8,1.1,49,,7,-0.2
119,수원,2017-02-07 22:00,-0.9,1.4,51,,,-0.2
119,수원,2017-02-07 23:00,-1.3,0.9,54,,,-0.3
119,수원,2017-02-08 0:00,-1.8,0.8,54,,4,-0.4
119,수원,2017-02-08 1:00,-3.3,0.4,66,,,-0.6
119,수원,2017-02-08 2:00,-3.7,0.6,70,,,-0.9
119,수원,2017-02-08 3:00,-4.2,0.2,72,,0,-1.2
119,수원,2017-02-08 4:00,-4.8,0,74,,0,-1.5
119,수원,2017-02-08 5:00,-5.1,0.1,80,,0,-1.8
119,수원,2017-02-08 6:00,-5.2,0.4,79,,0,-2
119,수원,2017-02-08 7:00,-5.3,0.1,80,,3,-2
119,수원,2017-02-08 8:00,-4.3,0.2,77,0.02,7,-1.7
119,수원,2017-02-08 9:00,-3.1,1.4,70,0.25,7,-1.1
119,수원,2017-02-08 10:00,-1.7,0.9,60,0.51,9,-0.4
119,수원,2017-02-08 11:00,0.2,0.8,50,0.96,10,-0.2
119,수원,2017-02-08 12:00,2,1.5,42,1.07,10,0.1
119,수원,2017-02-08 13:00,2.1,2.1,43,1.04,10,0.6
119,수원,2017-02-08 14:00,1.9,3.1,37,0.99,10,1
119,수원,2017-02-08 15:00,1.6,2.7,40,0.67,10,0.6
119,수원,2017-02-08 16:00,0.7,3.8,41,0.5,10,0.2
119,수원,2017-02-08 17:00,0.3,2.7,43,0.3,10,-0.2
119,수원,2017-02-08 18:00,-0.2,2.5,47,0.07,10,-0.1
119,수원,2017-02-08 19:00,-0.5,1.9,48,0,,-0.1
119,수원,2017-02-08 20:00,-0.8,1,45,,,-0.2
119,수원,2017-02-08 21:00,-1.1,1.5,53,,6,-0.2
119,수원,2017-02-08 22:00,-1,3.6,49,,,-0.3
119,수원,2017-02-08 23:00,-1.8,3.2,43,,,-0.5
119,수원,2017-02-09 0:00,-2.3,2.9,46,,8,-0.6
119,수원,2017-02-09 1:00,-2.7,2.1,53,,,-0.9
119,수원,2017-02-09 2:00,-3.1,1.7,57,,,-1.2
119,수원,2017-02-09 3:00,-3.7,2.1,61,,3,-1.7
119,수원,2017-02-09 4:00,-4.1,1.6,60,,0,-1.9
119,수원,2017-02-09 5:00,-4.6,1.3,58,,0,-2.3
119,수원,2017-02-09 6:00,-5,1.9,58,,0,-2.6
119,수원,2017-02-09 7:00,-5.4,3.4,55,,0,-3
119,수원,2017-02-09 8:00,-5.7,2.7,56,0.03,0,-3
119,수원,2017-02-09 9:00,-4.4,3.9,49,0.42,0,-2.4
119,수원,2017-02-09 10:00,-3.6,3.9,43,0.95,0,-0.4
119,수원,2017-02-09 11:00,-1.9,4,39,1.43,0,-0.2
119,수원,2017-02-09 12:00,-1.8,4.4,35,1.73,1,1
119,수원,2017-02-09 13:00,-1.3,5.7,36,1.97,3,1.4
