지점,지점명,일시,기온(°C),풍속(m/s),습도(%),일사(MJ/m2),전운량(10분위),지면온도(°C)
119,수원,2017-07-27 21:00,27.4,1.8,76,,10,26.4
119,수원,2017-07-27 22:00,26.8,0.6,86,,,26.2
119,수원,2017-07-27 23:00,26.6,1.3,87,,10,26
119,수원,2017-07-28 0:00,24.6,2.1,98,,10,25.6
119,수원,2017-07-28 1:00,24.5,1.9,100,,10,25.4
119,수원,2017-07-28 2:00,24.7,1.2,100,,10,25.4
119,수원,2017-07-28 3:00,24.4,0,100,,10,25
119,수원,2017-07-28 4:00,24.5,0.8,100,,10,25.1
119,수원,2017-07-28 5:00,24.6,1.3,100,,10,25.1
119,수원,2017-07-28 6:00,24.3,1.2,100,0,10,24.9
119,수원,2017-07-28 7:00,23.7,1.8,100,0,10,24.7
119,수원,2017-07-28 8:00,24.1,1.5,100,0.11,10,25.3
119,수원,2017-07-28 9:00,24,0.9,100,0.06,10,25.2
119,수원,2017-07-28 10:00,24.4,0.1,100,0.1,10,25.7
119,수원,2017-07-28 11:00,24.7,0.8,100,0.14,10,26.1
119,수원,2017-07-28 12:00,24.8,1.2,100,0.17,10,26.4
119,수원,2017-07-28 13:00,25.1,1,100,0.22,10,26.9
119,수원,2017-07-28 14:00,25.6,0.7,100,0.21,10,26.9
119,수원,2017-07-28 15:00,26,0.5,100,0.19,10,27.2
119,수원,2017-07-28 16:00,26.8,0.8,100,0.44,10,29.3
119,수원,2017-07-28 17:00,27.1,0.4,97,0.53,10,29
119,수원,2017-07-28 18:00,27.2,0.2,97,0.26,9,28.5
119,수원,2017-07-28 19:00,27,0.2,99,0.2,,27.7
119,수원,2017-07-28 20:00,26.3,0.9,100,0.02,,26.9
119,수원,2017-07-28 21:00,26,1.6,98,,10,26.3
119,수원,2017-07-28 22:00,25.7,1.6,99,,,26.1
119,수원,2017-07-28 23:00,25.5,1.4,98,,,25.8
119,수원,2017-07-29 0:00,25.6,1.5,98,,10,25.7
119,수원,2017-07-29 1:00,25.4,1,98,,,25.4
119,수원,2017-07-29 2:00,24.9,1.5,99,,,25.1
119,수원,2017-07-29 3:00,25.1,1,100,,10,25.1
119,수원,2017-07-29 4:00,25,0.7,100,,10,25.2
119,수원,2017-07-29 5:00,25,1.9,98,,10,24.8
119,수원,2017-07-29 6:00,25.2,2.2,96,0,9,24.8
119,수원,2017-07-29 7:00,25.5,2.7,92,0.09,10,25.3
119,수원,2017-07-29 8:00,26,2.3,90,0.26,10,26.4
119,수원,2017-07-29 9:00,26.6,3,87,0.59,9,28.3
119,수원,2017-07-29 10:00,27.6,3,83,0.99,8,30.1
119,수원,2017-07-29 11:00,28.5,3.6,78,1.67,8,33.2
119,수원,2017-07-29 12:00,28.6,3.1,76,1.46,10,31.8
119,수원,2017-07-29 13:00,29.1,2.8,72,1.27,10,32.6
119,수원,2017-07-29 14:00,29.6,3.2,72,1.27,7,32.9
119,수원,2017-07-29 15:00,29.3,2.1,71,1.33,7,32.7
119,수원,2017-07-29 16:00,29.9,2.9,73,1.25,6,32.3
119,수원,2017-07-29 17:00,29.4,3.6,72,0.94,7,31.1
119,수원,2017-07-29 18:00,29,3.2,72,0.86,4,28.8
119,수원,2017-07-29 19:00,28.1,2.8,78,0.37,,27.3
119,수원,2017-07-29 20:00,27.4,2,80,0.05,,26.3
119,수원,2017-07-29 21:00,26.7,3.5,83,,1,25.5
119,수원,2017-07-29 22:00,26.1,3.5,81,,,24.7
119,수원,2017-07-29 23:00,25.7,3.4,81,,,24.3
119,수원,2017-07-30 0:00,25.1,2.7,83,,6,24.2
119,수원,2017-07-30 1:00,24.8,2.3,85,,,24
119,수원,2017-07-30 2:00,25,3.4,84,,,24.2
119,수원,2017-07-30 3:00,24.8,1.5,86,,9,24.4
119,수원,2017-07-30 4:00,24.4,1.9,88,,6,24.1
119,수원,2017-07-30 5:00,24.3,1.7,87,,10,24
119,수원,2017-07-30 6:00,23.9,1.4,90,0,6,23.5
119,수원,2017-07-30 7:00,24.3,1,89,0.1,5,24.6
119,수원,2017-07-30 8:00,25,1.7,86,0.59,2,27.2
119,수원,2017-07-30 9:00,26.7,1.6,84,1.12,4,31.2
119,수원,2017-07-30 10:00,27.2,1.5,81,1.41,6,31.7
119,수원,2017-07-30 11:00,29.1,1,72,2.01,7,35.9
119,수원,2017-07-30 12:00,29.8,1.4,65,2.09,5,36.2
119,수원,2017-07-30 13:00,30.9,2.5,64,2.31,5,37.4
119,수원,2017-07-30 14:00,31.9,2.1,58,2.25,5,38.2
119,수원,2017-07-30 15:00,32.1,1.9,60,2.19,4,36.5
119,수원,2017-07-30 16:00,31.6,2,62,1.81,3,35.2
119,수원,2017-07-30 17:00,30.8,3,64,1.45,3,31.8
119,수원,2017-07-30 18:00,29.7,2.7,66,0.73,7,29.4
119,수원,2017-07-30 19:00,28.9,1.7,69,0.13,,27.9
119,수원,2017-07-30 20:00,28.4,1.7,70,0.02,,26.8
119,수원,2017-07-30 21:00,27.4,0.4,75,,6,26.4
119,수원,2017-07-30 22:00,27.1,0.9,74,,,26.1
119,수원,2017-07-30 23:00,26.6,0.1,82,,,26.3
119,수원,2017-07-31 0:00,26.5,0.5,76,,3,25.5
119,수원,2017-07-31 1:00,26.3,1.2,78,,,25.3
119,수원,2017-07-31 2:00,25.9,0.1,81,,,25.3
119,수원,2017-07-31 3:00,25.2,0,89,,7,25.3
119,수원,2017-07-31 4:00,25.2,0.3,87,,4,25.1
119,수원,2017-07-31 5:00,25.6,0.1,84,,10,25.3
119,수원,2017-07-31 6:00,23.6,0.8,100,0,10,24.2
119,수원,2017-07-31 7:00,23.7,1.9,100,0.01,10,24.5
119,수원,2017-07-31 8:00,23.9,0.9,100,0,10,24.8
119,수원,2017-07-31 9:00,24.2,0.6,100,0.01,10,25
119,수원,2017-07-31 10:00,23.7,2,100,0.05,10,24.9
119,수원,2017-07-31 11:00,23.6,1.4,100,0.1,10,25.1
119,수원,2017-07-31 12:00,23.3,1.5,100,0.11,10,24.9
119,수원,2017-07-31 13:00,23.3,2.8,100,0.4,10,26
119,수원,2017-07-31 14:00,24.1,2,100,0.44,10,26.7
119,수원,2017-07-31 15:00,24.2,2.2,99,0.58,10,27.6
119,수원,2017-07-31 16:00,24.4,0.1,97,0.37,10,26.9
119,수원,2017-07-31 17:00,24.6,0.9,98,0.26,10,26.5
119,수원,2017-07-31 18:00,24.7,2.3,98,0.24,10,26.5
119,수원,2017-07-31 19:00,24.7,2,96,0.17,,25.8
119,수원,2017-07-31 20:00,24.5,2.4,97,0.02,,24.9
119,수원,2017-07-31 21:00,24.5,1.3,97,,10,24.9
119,수원,2017-07-31 22:00,24.1,0,100,,,24.8
119,수원,2017-07-31 23:00,23.9,0.5,100,,10,24.6
119,수원,2017-08-01 0:00,23.9,1.9,100,,10,24.4
119,수원,2017-08-01 1:00,23.7,0.6,100,,,24.3
119,수원,2017-08-01 2:00,23.8,1.5,100,,10,24.3
119,수원,2017-08-01 3:00,23.4,0.1,100,,10,24.3
119,수원,2017-08-01 4:00,23.4,0.4,100,,10,24.3
119,수원,2017-08-01 5:00,23.3,0.2,100,,10,24.3
119,수원,2017-08-01 6:00,23.3,1,100,0,10,24.1
119,수원,2017-08-01 7:00,23.5,0.1,100,0.06,10,24.2
119,수원,2017-08-01 8:00,24.3,1.5,100,0.18,10,25.2
119,수원,2017-08-01 9:00,25.1,1.7,94,0.49,9,26.8
119,수원,2017-08-01 10:00,25.4,1.7,92,0.91,9,29.3
119,수원,2017-08-01 11:00,28.3,2,80,1.99,7,34.9
119,수원,2017-08-01 12:00,28.7,1.9,78,2.03,7,34.4
119,수원,2017-08-01 13:00,30.4,1.7,70,2.43,8,39.1
119,수원,2017-08-01 14:00,31,1.1,74,2.04,6,36.6
119,수원,2017-08-01 15:00,31.6,1.4,71,1.79,4,37.4
119,수원,2017-08-01 16:00,32.4,1.5,63,2.04,4,36.7
119,수원,2017-08-01 17:00,33.1,1.3,62,1.28,4,33.5
119,수원,2017-08-01 18:00,31.7,1.3,65,0.96,3,30.7
119,수원,2017-08-01 19:00,30.4,2.2,77,0.38,,29
119,수원,2017-08-01 20:00,29.3,1.3,77,0.04,,27.8
119,수원,2017-08-01 21:00,27.9,0.3,88,,3,27.4
119,수원,2017-08-01 22:00,27.9,1,86,,,27
119,수원,2017-08-01 23:00,27.6,0.7,87,,,26.7
119,수원,2017-08-02 0:00,27,0.6,89,,3,26.4
119,수원,2017-08-02 1:00,26.7,0,91,,,26.2
119,수원,2017-08-02 2:00,25.8,0,97,,,25.8
119,수원,2017-08-02 3:00,25.3,0,100,,0,25.5
119,수원,2017-08-02 4:00,25.4,0,100,,2,25.4
119,수원,2017-08-02 5:00,25.4,0,100,,6,25.4
119,수원,2017-08-02 6:00,25.6,0.2,100,0.01,7,25.5
119,수원,2017-08-02 7:00,27.4,0.3,93,0.21,4,27
119,수원,2017-08-02 8:00,29.3,1.7,81,0.72,1,29.9
119,수원,2017-08-02 9:00,30.6,1.5,77,1.23,2,33.1
119,수원,2017-08-02 10:00,30.9,2.3,71,1.66,6,34.1
119,수원,2017-08-02 11:00,31.2,1.2,72,1.04,7,33.8
119,수원,2017-08-02 12:00,31.8,1.4,69,1.32,7,33.2
119,수원,2017-08-02 13:00,32.8,0.8,65,0.95,8,34.9
119,수원,2017-08-02 14:00,33.2,1,62,1.93,9,38.1
119,수원,2017-08-02 15:00,32.8,1.8,70,0.94,8,34.3
119,수원,2017-08-02 16:00,33.7,1.8,65,1.52,8,35.3
119,수원,2017-08-02 17:00,32.4,1.9,68,1.1,8,33.2
119,수원,2017-08-02 18:00,31.9,1,68,0.56,7,31.7
119,수원,2017-08-02 19:00,31.2,0.6,72,0.27,,30.3
119,수원,2017-08-02 20:00,29.7,0,82,0.05,,29.1
119,수원,2017-08-02 21:00,28.9,0,86,,6,28.4
119,수원,2017-08-02 22:00,28.4,0,91,,,27.8
119,수원,2017-08-02 23:00,27.6,0,96,,,27.4
119,수원,2017-08-03 0:00,27.8,1.1,97,,0,27
119,수원,2017-08-03 1:00,27.6,1.4,94,,,26.8
119,수원,2017-08-03 2:00,27.1,0.7,97,,,26.6
119,수원,2017-08-03 3:00,26.8,0.2,98,,3,26.4
119,수원,2017-08-03 4:00,26.6,1.8,94,,4,26
119,수원,2017-08-03 5:00,26.7,2.3,89,,5,25.5
119,수원,2017-08-03 6:00,26.3,2,89,0.01,6,25.4
119,수원,2017-08-03 7:00,26.8,1.7,82,0.28,7,26.2
119,수원,2017-08-03 8:00,28,3.3,74,0.75,5,29.2
119,수원,2017-08-03 9:00,28.9,3.7,66,1.47,3,32.8
119,수원,2017-08-03 10:00,30.3,3.5,57,2.01,6,35.8
119,수원,2017-08-03 11:00,30,3.5,55,1.97,5,35
119,수원,2017-08-03 12:00,31.4,3,53,2.69,5,39.2
119,수원,2017-08-03 13:00,31.5,3.4,54,2.48,7,38.7
119,수원,2017-08-03 14:00,31.4,2.9,54,1.49,8,35.5
119,수원,2017-08-03 15:00,31.8,3.4,52,2.04,7,37
119,수원,2017-08-03 16:00,31.9,3.4,51,1.89,7,34.4
119,수원,2017-08-03 17:00,32.6,2.8,53,1.32,7,33.2
119,수원,2017-08-03 18:00,31.3,2.9,54,1.09,5,29.4
119,수원,2017-08-03 19:00,30.3,2.6,58,0.4,,27.8
119,수원,2017-08-03 20:00,29.6,2.7,60,0.02,,26.6
119,수원,2017-08-03 21:00,29.4,2.4,61,,3,25.9
119,수원,2017-08-03 22:00,28.9,2.9,63,,,25.7
119,수원,2017-08-03 23:00,28.1,2.2,67,,,25.5
119,수원,2017-08-04 0:00,27.4,1.7,70,,0,25.3
119,수원,2017-08-04 1:00,26.9,1.6,73,,,25
119,수원,2017-08-04 2:00,26.6,1.9,74,,,24.8
119,수원,2017-08-04 3:00,26.4,1.9,76,,1,24.7
119,수원,2017-08-04 4:00,25.9,2,78,,0,24.3
119,수원,2017-08-04 5:00,25.5,2.3,80,,3,24.1
119,수원,2017-08-04 6:00,25.4,1.7,82,0.01,3,23.9
119,수원,2017-08-04 7:00,26.6,2.2,75,0.27,3,24.9
119,수원,2017-08-04 8:00,27.8,1.9,70,0.8,3,28.4
119,수원,2017-08-04 9:00,28.8,1.8,67,1.27,5,32.2
119,수원,2017-08-04 10:00,30.1,2.3,65,1.95,4,36
119,수원,2017-08-04 11:00,31.4,2.3,57,2.42,4,38.9
119,수원,2017-08-04 12:00,31.8,1.3,55,2.62,5,39.5
119,수원,2017-08-04 13:00,32.4,2.2,54,2.38,7,38
119,수원,2017-08-04 14:00,33.7,2.2,52,2.23,5,39.7
119,수원,2017-08-04 15:00,33.2,1.3,45,1.98,5,37.5
119,수원,2017-08-04 16:00,33.8,2.1,49,1.63,5,36.2
119,수원,2017-08-04 17:00,33.8,2.7,49,1.58,7,33.6
119,수원,2017-08-04 18:00,33.2,0.8,52,0.7,6,31.3
119,수원,2017-08-04 19:00,32.5,1.2,54,0.34,,29.8
119,수원,2017-08-04 20:00,31,2,61,0.03,,28.2
119,수원,2017-08-04 21:00,29.9,1.1,65,,5,27.5
119,수원,2017-08-04 22:00,29.6,1.2,68,,,27.1
119,수원,2017-08-04 23:00,28.1,0.2,77,,,26.8
119,수원,2017-08-05 0:00,28.5,1.5,82,,3,26.6
119,수원,2017-08-05 1:00,28.1,0.4,83,,,26.5
119,수원,2017-08-05 2:00,27.7,0.4,84,,,26.3
119,수원,2017-08-05 3:00,27.3,0.4,87,,8,26.3
119,수원,2017-08-05 4:00,28.3,2.1,78,,8,26.1
119,수원,2017-08-05 5:00,27.7,1.2,82,,7,26
119,수원,2017-08-05 6:00,27.5,1.3,85,0,4,25.9
119,수원,2017-08-05 7:00,28.8,2.7,79,0.22,1,26.7
119,수원,2017-08-05 8:00,30.7,1.7,74,0.75,2,30.5
119,수원,2017-08-05 9:00,30.9,1.6,71,1.29,2,33.8
119,수원,2017-08-05 10:00,32.1,2.5,68,1.81,5,36.4
119,수원,2017-08-05 11:00,33.2,1.6,61,2.28,5,38.9
119,수원,2017-08-05 12:00,34.8,1.7,59,2.41,5,40.7
119,수원,2017-08-05 13:00,34.3,1.9,52,2.32,4,38.9
119,수원,2017-08-05 14:00,36,1.7,50,2.17,5,41.1
119,수원,2017-08-05 15:00,35.7,1.1,51,2.55,3,41.5
119,수원,2017-08-05 16:00,34.7,3.5,58,1.97,6,38.8
119,수원,2017-08-05 17:00,33.9,3,58,1.31,6,34.5
119,수원,2017-08-05 18:00,33.5,1.6,62,0.6,2,32.5
119,수원,2017-08-05 19:00,32.7,1.4,60,0.27,,31
119,수원,2017-08-05 20:00,31.1,0.4,70,0.03,,29.7
119,수원,2017-08-05 21:00,30.3,0.5,75,,1,29
119,수원,2017-08-05 22:00,30.3,1,73,,,28.7
119,수원,2017-08-05 23:00,29.6,0,84,,,28.3
119,수원,2017-08-06 0:00,29.7,0.8,84,,3,28
119,수원,2017-08-06 1:00,29.9,1.8,83,,,27.8
119,수원,2017-08-06 2:00,29.1,1.4,83,,,27.5
119,수원,2017-08-06 3:00,29.4,1.9,82,,5,27.5
119,수원,2017-08-06 4:00,28.7,1.8,83,,7,27.1
119,수원,2017-08-06 5:00,28.8,1.5,81,,7,27.2
119,수원,2017-08-06 6:00,28.6,1.3,82,0,8,27.2
119,수원,2017-08-06 7:00,28.9,1.6,81,0.06,9,27.5
119,수원,2017-08-06 8:00,29.4,1.2,80,0.25,10,28.7
119,수원,2017-08-06 9:00,28.8,1.3,83,0.15,10,28.1
119,수원,2017-08-06 10:00,25.7,2.1,97,0.16,10,28.2
119,수원,2017-08-06 11:00,27.1,0.9,87,0.72,10,29.3
119,수원,2017-08-06 12:00,27,0,94,0.2,10,28.6
119,수원,2017-08-06 13:00,27.8,1.2,96,0.66,9,31
119,수원,2017-08-06 14:00,29.8,1,82,1.66,6,36.4
119,수원,2017-08-06 15:00,31.5,0.4,70,1.9,4,37.5
119,수원,2017-08-06 16:00,32.8,0.7,70,1.36,3,35.8
119,수원,2017-08-06 17:00,32.3,2.2,70,1.4,3,32.9
119,수원,2017-08-06 18:00,30.7,2.4,72,0.4,7,30.4
119,수원,2017-08-06 19:00,30,2.8,78,0.26,,29.3
119,수원,2017-08-06 20:00,28.7,1.1,85,0.04,,28
119,수원,2017-08-06 21:00,28.2,1.6,89,,6,27.6
119,수원,2017-08-06 22:00,28.2,1.6,86,,,27.3
119,수원,2017-08-06 23:00,27.2,1.1,91,,,26.7
119,수원,2017-08-07 0:00,26.9,1.2,93,,6,26.5
119,수원,2017-08-07 1:00,26.6,1.3,94,,,26.2
119,수원,2017-08-07 2:00,25.8,1.3,98,,,25.9
119,수원,2017-08-07 3:00,25.8,1.5,99,,0,25.5
119,수원,2017-08-07 4:00,25.5,2.2,100,,0,25.3
119,수원,2017-08-07 5:00,25.4,2.3,100,,8,25.5
119,수원,2017-08-07 6:00,25.4,0.5,100,0,9,25.7
119,수원,2017-08-07 7:00,25.7,1.9,99,0.11,9,26.4
119,수원,2017-08-07 8:00,27.2,0.8,92,0.43,5,28.4
119,수원,2017-08-07 9:00,29.5,1,80,1.16,5,32.7
119,수원,2017-08-07 10:00,30.7,1.5,67,1.97,7,36.3
119,수원,2017-08-07 11:00,30.3,2.2,75,1.52,6,34.5
119,수원,2017-08-07 12:00,32.4,2,62,2.57,4,40
119,수원,2017-08-07 13:00,32.1,2.6,64,2.17,4,39.1
119,수원,2017-08-07 14:00,32.6,3.1,63,2.27,4,40.3
119,수원,2017-08-07 15:00,32.6,2.9,65,2.25,2,39.9
119,수원,2017-08-07 16:00,32,3.4,67,1.92,0,37.9
119,수원,2017-08-07 17:00,31.1,4,65,1.49,1,33.7
119,수원,2017-08-07 18:00,29.7,3.3,68,0.83,1,30.4
119,수원,2017-08-07 19:00,28.6,3,64,0.33,,28.1
119,수원,2017-08-07 20:00,27.5,2.4,71,0.02,,26.7
119,수원,2017-08-07 21:00,26.9,1.4,82,,0,26.2
119,수원,2017-08-07 22:00,26.5,0.8,84,,,25.8
119,수원,2017-08-07 23:00,26.2,0.5,86,,,25.5
119,수원,2017-08-08 0:00,26,1.4,93,,7,25.5
119,수원,2017-08-08 1:00,25.8,1.5,92,,,25.4
119,수원,2017-08-08 2:00,25.3,1.2,94,,,25.1
119,수원,2017-08-08 3:00,25.2,1.4,92,,8,24.9
119,수원,2017-08-08 4:00,25.2,1.2,92,,8,25.1
119,수원,2017-08-08 5:00,25.1,1.8,92,,9,25
119,수원,2017-08-08 6:00,24.8,0.8,94,0,6,24.8
119,수원,2017-08-08 7:00,25.3,0.4,92,0.13,9,25.7
119,수원,2017-08-08 8:00,26.9,1.3,87,0.48,4,28
119,수원,2017-08-08 9:00,27.5,1.3,81,1.18,9,31.6
119,수원,2017-08-08 10:00,28.9,1,74,1.51,8,34.5
119,수원,2017-08-08 11:00,29.2,0.7,68,1.53,8,35.2
119,수원,2017-08-08 12:00,29.9,2.6,61,1.65,8,36.6
119,수원,2017-08-08 13:00,31.1,2.4,64,1.54,8,38.3
119,수원,2017-08-08 14:00,31.8,3.2,61,2.26,7,40.5
119,수원,2017-08-08 15:00,30.8,3.4,55,1.78,9,36.1
119,수원,2017-08-08 16:00,29.4,2.6,59,0.59,9,32.3
119,수원,2017-08-08 17:00,29.3,1.7,67,0.64,9,31.7
119,수원,2017-08-08 18:00,29,2.5,68,0.58,8,30.4
119,수원,2017-08-08 19:00,28.2,1.3,66,0.29,,28.4
119,수원,2017-08-08 20:00,27.3,1.6,73,0.02,,27.1
119,수원,2017-08-08 21:00,26.6,0.9,73,,8,26.4
119,수원,2017-08-08 22:00,26.2,0,73,,,26.1
119,수원,2017-08-08 23:00,26.2,0.4,67,,,26
119,수원,2017-08-09 0:00,26.7,1,65,,8,25.9
119,수원,2017-08-09 1:00,25.8,0,77,,10,25.9
119,수원,2017-08-09 2:00,25.5,1.1,89,,10,25.7
119,수원,2017-08-09 3:00,24.7,0.4,95,,10,25.5
119,수원,2017-08-09 4:00,24.6,0.4,97,,10,25.4
119,수원,2017-08-09 5:00,24.6,0.5,95,,10,25.3
119,수원,2017-08-09 6:00,25,1.8,88,0,10,25
119,수원,2017-08-09 7:00,25.2,1.8,88,0.05,10,25.4
119,수원,2017-08-09 8:00,25.8,1.5,85,0.25,9,26.3
119,수원,2017-08-09 9:00,26.9,3.4,72,0.53,9,28
119,수원,2017-08-09 10:00,27.2,2.3,71,0.84,10,29.3
119,수원,2017-08-09 11:00,27.1,4.1,69,0.74,10,29.2
119,수원,2017-08-09 12:00,28.1,2.3,68,0.88,10,31
119,수원,2017-08-09 13:00,28.2,2.7,66,1.01,10,31.4
119,수원,2017-08-09 14:00,29,1.4,65,1.21,9,33
119,수원,2017-08-09 15:00,28,3.1,68,0.8,10,31.3
119,수원,2017-08-09 16:00,28.7,3.1,64,1.32,9,32.4
119,수원,2017-08-09 17:00,28,2.8,65,0.42,10,29.5
119,수원,2017-08-09 18:00,28,2.7,70,0.34,8,29.1
119,수원,2017-08-09 19:00,27.6,2.8,72,0.33,,27.8
119,수원,2017-08-09 20:00,27.1,1.8,75,0.02,,26.7
119,수원,2017-08-09 21:00,26.8,2.5,78,,10,26.3
119,수원,2017-08-09 22:00,24.5,1.3,97,,10,25.7
119,수원,2017-08-09 23:00,23.8,1.1,100,,10,25.3
119,수원,2017-08-10 0:00,24.1,0.8,100,,10,25.5
119,수원,2017-08-10 1:00,23.9,0.9,100,,10,25.3
119,수원,2017-08-10 2:00,23.8,1,100,,10,25.2
119,수원,2017-08-10 3:00,23.7,0.3,100,,10,25.1
119,수원,2017-08-10 4:00,23.6,0.6,100,,10,25.1
119,수원,2017-08-10 5:00,23.5,0.3,100,,10,25.1
119,수원,2017-08-10 6:00,23.4,0.4,100,0,10,25
119,수원,2017-08-10 7:00,23.5,0.3,100,0.04,10,25.3
119,수원,2017-08-10 8:00,23.7,0.2,100,0.11,10,25.6
119,수원,2017-08-10 9:00,24.1,0.6,100,0.21,10,26.6
119,수원,2017-08-10 10:00,24.3,0.6,100,0.3,10,27.2
119,수원,2017-08-10 11:00,25,1.4,100,0.54,10,29.3
119,수원,2017-08-10 12:00,25.3,0.9,96,0.44,10,27.8
119,수원,2017-08-10 13:00,24.8,0.9,100,0.43,10,27.8
119,수원,2017-08-10 14:00,24.5,0.7,100,0.31,10,27.6
119,수원,2017-08-10 15:00,24.8,0.2,100,0.3,10,27.5
119,수원,2017-08-10 16:00,24.6,1,100,0.25,10,27.2
119,수원,2017-08-10 17:00,24.8,1.2,100,0.18,10,27.1
119,수원,2017-08-10 18:00,25.3,0.9,100,0.3,8,27.6
119,수원,2017-08-10 19:00,24.9,1.2,100,0.19,10,26.6
119,수원,2017-08-10 20:00,24.8,0.7,100,0,9,26.1
119,수원,2017-08-10 21:00,24.8,0.9,100,,10,25.8
119,수원,2017-08-10 22:00,24.5,0.7,100,,,25.5
119,수원,2017-08-10 23:00,24.4,0.7,100,,,25.4
119,수원,2017-08-11 0:00,24.5,0,100,,9,25.3
119,수원,2017-08-11 1:00,24.7,1,100,,,25.3
119,수원,2017-08-11 2:00,24.3,1,100,,,24.9
119,수원,2017-08-11 3:00,24.6,0.4,100,,10,25.2
119,수원,2017-08-11 4:00,24.6,1.1,98,,10,25
119,수원,2017-08-11 5:00,24.5,2.2,98,,9,24.8
119,수원,2017-08-11 6:00,24.3,1.6,97,0,10,24.6
119,수원,2017-08-11 7:00,24.4,1.6,97,0.12,9,25.2
119,수원,2017-08-11 8:00,25.4,2.1,90,0.46,10,27.1
119,수원,2017-08-11 9:00,26.3,2,85,0.78,10,28.1
119,수원,2017-08-11 10:00,26.5,1.2,84,0.58,9,28.3
119,수원,2017-08-11 11:00,28.4,2.8,77,1.68,7,34.4
119,수원,2017-08-11 12:00,29.8,2.5,73,2.31,6,37.6
119,수원,2017-08-11 13:00,30.8,0.7,61,2.67,7,39.5
119,수원,2017-08-11 14:00,29.8,1.3,67,1.19,8,31.7
119,수원,2017-08-11 15:00,28.6,1.9,75,0.42,10,29.6
119,수원,2017-08-11 16:00,24.1,3.8,96,0.26,10,27.7
119,수원,2017-08-11 17:00,24.9,1.7,97,0.43,8,28.7
119,수원,2017-08-11 18:00,25.2,0.8,96,0.52,7,28.2
119,수원,2017-08-11 19:00,25.5,0.8,93,0.38,,27.1
119,수원,2017-08-11 20:00,24.7,0.1,100,0.02,,26
119,수원,2017-08-11 21:00,24.5,0,100,,1,25.5
119,수원,2017-08-11 22:00,24.3,1.4,100,,,25.1
119,수원,2017-08-11 23:00,25.5,2.2,86,,,24.6
119,수원,2017-08-12 0:00,24.8,1.8,85,,0,24.2
119,수원,2017-08-12 1:00,24.8,2.1,83,,,23.8
119,수원,2017-08-12 2:00,23.8,1.6,87,,,23.6
119,수원,2017-08-12 3:00,24.1,2.6,83,,1,23.3
119,수원,2017-08-12 4:00,23.5,2.4,85,,1,22.9
119,수원,2017-08-12 5:00,23.3,2,84,,1,22.7
119,수원,2017-08-12 6:00,23.4,2.5,83,0,1,22.5
119,수원,2017-08-12 7:00,24.5,1.8,78,0.23,1,22.8
119,수원,2017-08-12 8:00,25.9,2.3,72,0.79,2,26.9
119,수원,2017-08-12 9:00,27.2,3.1,68,1.36,2,30.9
119,수원,2017-08-12 10:00,28.3,2.6,65,1.91,4,34.2
119,수원,2017-08-12 11:00,28.9,2.4,63,2.23,5,35.4
119,수원,2017-08-12 12:00,29.9,1.8,60,1.83,7,36.1
119,수원,2017-08-12 13:00,29.9,0.9,59,1.97,7,35.1
119,수원,2017-08-12 14:00,30.7,0.4,56,1.35,8,33.7
119,수원,2017-08-12 15:00,29.8,0.7,63,0.61,8,31.7
119,수원,2017-08-12 16:00,30.6,0.8,57,0.86,8,31.5
119,수원,2017-08-12 17:00,31.6,1.4,52,1.32,7,31.4
119,수원,2017-08-12 18:00,29.5,1.2,61,0.47,6,28.6
119,수원,2017-08-12 19:00,28.6,0.7,65,0.14,,27.5
119,수원,2017-08-12 20:00,27.1,0.2,74,0,,26.4
119,수원,2017-08-12 21:00,26.3,0,79,,6,25.8
119,수원,2017-08-12 22:00,25.8,0.8,86,,,25.3
119,수원,2017-08-12 23:00,27,2.5,75,,,25
119,수원,2017-08-13 0:00,26.7,2.3,74,,6,24.8
119,수원,2017-08-13 1:00,26,2.3,77,,,24.5
119,수원,2017-08-13 2:00,25.6,2.8,78,,,24.2
119,수원,2017-08-13 3:00,25.1,2.6,80,,8,24.1
119,수원,2017-08-13 4:00,24.9,2.9,81,,8,23.8
119,수원,2017-08-13 5:00,24.5,2.8,82,,10,23.7
119,수원,2017-08-13 6:00,24.1,2.3,83,0,10,23.5
119,수원,2017-08-13 7:00,24.1,3.2,83,0.13,8,23.9
119,수원,2017-08-13 8:00,24.8,3.6,78,0.44,9,25.9
119,수원,2017-08-13 9:00,25.8,2.9,71,0.9,8,28.8
119,수원,2017-08-13 10:00,26.6,3.8,69,1.36,8,29.9
119,수원,2017-08-13 11:00,27.1,3.7,68,1.3,9,30.9
119,수원,2017-08-13 12:00,27.1,4.5,67,1.26,10,30.4
119,수원,2017-08-13 13:00,27,3.4,68,0.8,10,29.1
119,수원,2017-08-13 14:00,26.8,3.1,67,0.67,10,27.8
119,수원,2017-08-13 15:00,27.2,4.1,67,0.59,10,28
119,수원,2017-08-13 16:00,27,5.1,69,0.54,10,27.3
119,수원,2017-08-13 17:00,27.2,4.5,68,0.48,10,27.5
119,수원,2017-08-13 18:00,26.7,1.8,71,0.27,10,26.2
119,수원,2017-08-13 19:00,26.3,3.2,74,0.06,,25.3
119,수원,2017-08-13 20:00,26,3.9,76,0,,24.5
119,수원,2017-08-13 21:00,25.9,3.7,72,,10,24.1
119,수원,2017-08-13 22:00,25.5,2.7,72,,10,23.8
